block_name,area_name,activity,method,pesticide,lead_agency,start_date,finish_date,lat,lon,region
Pomona Island 2025,Pomona Island 2025,,Bait stations,Sodium fluoroacetate,Trust,1759881600000,1762473600000,-45.50789940668697,167.47360015599733,Southland
Port Waikato South Cyanide paste #79,Port Waikato South East PPCA,,Bait stations,Cyanide,Council,1763078400000,1793491200000,-37.37734940731765,174.77325865322868,Auckland
Port Waikato South Decal #114,Port Waikato South East PPCA,,Bait stations,Cholecalciferol,Council,1763078400000,1793491200000,-37.37734940731765,174.77325865322868,Auckland
Port Waikato South East DoubleTap #144,Port Waikato South East PPCA,,Bait stations,Diphacinone + Cholecalciferol,Council,1763078400000,1793491200000,-37.37734940731765,174.77325865322868,Auckland
Port Waikato South Feracol #82,Port Waikato South East PPCA,,Bait bags,Cholecalciferol,Council,1763078400000,1793491200000,-37.37734940731765,174.77325865322868,Auckland
Port Waikato South Feratox #18,Port Waikato South East PPCA,,Bait stations,Cyanide,Council,1763078400000,1793491200000,-37.37734940731765,174.77325865322868,Auckland
Port Waikato South Feratox #19,Port Waikato South East PPCA,,Bait bags,Cyanide,Council,1763078400000,1793491200000,-37.37734940731765,174.77325865322868,Auckland
Possum control Clarence Catchment 2025-2026,Possum control Clarence Catchment 2025-2026,,Bait bags,Cyanide,TB Free,1757894400000,1814313600000,-42.492004177311024,172.96894199987364,Nelson Marlborough
Pouiatoa ETEC Double Tap,Pouiatoa ETEC Double Tap,,Bait stations,Diphacinone + Cholecalciferol,Trust,1668384000000,1794182400000,-39.106871774892184,174.51650529140463,Unknown
Pukaha - Mount Bruce 2024,Pukaha - Mount Bruce 2024,,Bait stations,Cyanide,Trust,1728000000000,1753920000000,-40.74693179105206,175.63559866828777,Wellington
Pukaha Mt Bruce Rabbit control 2023 Pindone hand lay,Pukaha Mt Bruce Rabbit control 2023 Pindone hand lay,,Handlaying,Pindone,Trust,1703030400000,1734652800000,-40.74693179105206,175.63559866828777,Wellington
Pukenui rat control,Pukenui Forest,,Bait stations,Diphacinone,Trust,1725062400000,1788134400000,-35.705409049230084,174.2486590188445,Northland
Pukeokahu Pindone Cereal pellet Bait stations #116,Waipapa-Pikiariki-Pukeokahu ground rat control 2025-2027,,Bait stations,Pindone,DOC,1759276800000,1814313600000,-38.402799913237594,175.53190252382316,Waikato
Puketi Forest Trust Key Management Area Block 2.10 Rodent control Oct 2025,Puketi Forest Trust Key Management Area Block 2.10 Rodent control Oct 2025,,Bait stations,Pindone,Trust,1759276800000,1761955200000,-35.246633677215584,173.72507180238003,Northland
Puketi Omahuta Fur Cyanara BS,Puketi Omahuta Fur SH,,Bait stations,Cyanide,Shared (detail in comments),1721779200000,1753228800000,-35.21461739569046,173.71627649250934,Northland
Puketi Omahuta Fur Cyanara HL,Puketi Omahuta Fur SH,,Handlaying,Cyanide,Shared (detail in comments),1721692800000,1721692800000,-35.21461739569046,173.71627649250934,Northland
Puketi Omahuta Fur Feratox BS,Puketi Omahuta Fur SH,,Bait stations,Cyanide,Shared (detail in comments),1721779200000,1753228800000,-35.21461739569046,173.71627649250934,Northland
Pukunui control operation,Pukunui Predator Control,,Aerial,Sodium fluoroacetate,DOC,1755734400000,1755820800000,-47.041682313260836,167.70764162001979,Southland
Pukunui control operation Deer repellent,Pukunui Predator Control,,Aerial,Sodium fluoroacetate,DOC,1755734400000,1755820800000,-46.97733400479498,167.90276037497216,Southland
Rakiura Phase 1 1080 to Zero,Pukunui Predator Control,,Aerial,Sodium fluoroacetate,DOC,1751760000000,1751932800000,-46.983212891926996,167.88354217850804,Southland
Rangitane SR Pindone,Kerikeri Peninsula Pest Control,,Handlaying,Pindone ,Trust,1683504000000,1698192000000,-35.189457106857674,174.00732974707944,Northland
Rangitane SR Pindone Hand lay,Kerikeri peninsula predator control April24,,Handlaying,Pindone ,Trust,1715558400000,1873324800000,-35.18892417181355,174.0081675346956,Northland
Rangitane/Blacksmith Reserve Double Tap,Kerikeri peninsula predator control April24,,Bait stations,Diphacinone + Cholecalciferol,Trust,1716854400000,1874880000000,-35.18892417181355,174.0081675346956,Northland
Rangitane/Blacksmith reserve RatAbate,Kerikeri peninsula predator control April24,,Bait stations,Diphacinone,Trust,1716854400000,1874880000000,-35.18892417181355,174.0081675346956,Northland
Rangitoto wasp control Vespex bait stations,Rangitoto wasp control Vespex bait stations,,Bait stations,Fipronil,Shared (detail in comments),1773878400000,1814313600000,-36.789182690648275,174.86099256323052,Auckland
Rangituhi/Colonial Knob Scenic Reserve,Kapiti Coast Large Reserves,,Bait stations,Cholecalciferol,DOC,1762905600000,1765411200000,-41.152985119928914,174.812546811863,Wellington
RatAbate BS 2023-2026,A'Deanes Bush Rodent Control 2023-2026,,Bait stations,Diphacinone,Trust,1701388800000,1782777600000,-39.92996214591793,176.30138779724788,Wellington
RatAbate paste in BS 2023-24,Boundary Stream Rat Control 2023-24,,Bait stations,Diphacinone,DOC,1700524800000,1730332800000,-39.10353546331188,176.83551294334407,East Coast
Resolution Island,Resolution Island,,Bait stations,Brodifacoum,DOC,1689292800000,1693526400000,-45.73348002956035,166.58370878422363,Southland
Rissington Ground 25-26 Feratox BB,Rissington Ground 25-26,,Bait bags,Cyanide,TB Free,1759968000000,1782777600000,-39.32060739722412,176.67522300394432,East Coast
Rissington Ground 25-26 Feratox Bio Bag 12 BB,Rissington Ground 25-26,,Bait bags,Cyanide,TB Free,1759968000000,1782777600000,-39.32060739722412,176.67522300394432,East Coast
Rissington Ground 25-26 Feratox in BS,Rissington Ground 25-26,,Bait stations,Cyanide,TB Free,1759968000000,1782777600000,-39.32060739722412,176.67522300394432,East Coast
Rissington Ground 25-26 Feratox with cereal prefeed in BS,Rissington Ground 25-26,,Bait stations,Cyanide,TB Free,1759968000000,1782777600000,-39.32060739722412,176.67522300394432,East Coast
Rissington Ground 25-26 Pestoff 50D Diphacinone in BS,Rissington Ground 25-26,,Bait stations,Diphacinone,TB Free,1759968000000,1782777600000,-39.32060739722412,176.67522300394432,East Coast
Rona Island,Rona Island,,Bait stations,Brodifacoum,Trust,1702339200000,1798675200000,-45.4930882640299,167.54038040528366,Otago
Rotorua_Lake Okareka_LOCA_Feratox_BaitStations,Rotorua_Lake Okareka_LOCA_Feratox_Pindone_BaitStations,,Bait stations,Cyanide,Trust,1763683200000,1767139200000,-38.167502012016946,176.36879579919096,Waikato
Rotorua_Lake Okareka_LOCA_Feratox_BaitStations,Rotorua_Lake Okareka_LOCA_Feratox_Pindone_BaitStations,,Bait stations,Cyanide,Trust,1763683200000,1767139200000,-38.167502012016946,176.36879579919096,Waikato
Rotorua_Lake Okareka_LOCA_Feratox_Pindone_BaitStations,Rotorua_Lake Okareka_LOCA_Feratox_Pindone_BaitStations,,Bait stations,Pindone,Trust,1763683200000,1767139200000,-38.167502012016946,176.36879579919096,Waikato
Ruakaka BBCCT pindone,Ruakaka BBCCT pindone,,Handlaying,Pindone ,Trust,1717459200000,1722297600000,-35.90340186110865,174.46150016193525,Northland
Russell,Russell peninsula April 24,,Bait stations,Diphacinone,Trust,1714521600000,1809129600000,-35.25226014267638,174.13307179610865,Northland
Russell Double tap,Russell peninsula April 24,,Bait stations,Diphacinone + Cholecalciferol,Trust,1714521600000,1809129600000,-35.25226014267638,174.13307179610865,Northland
Russell RataBate,Russell peninsula April 24,,Bait stations,Diphacinone,Trust,1714521600000,1809129600000,-35.25226014267638,174.13307179610865,Northland
Schoolhouse Bay Argentine ant control,Schoolhouse Bay Argentine ant control,,Handlaying,Fipronil,Council,1759276800000,1759276800000,-36.43038307971484,174.83247686265008,Unknown
Seacliff Feratox Bait Bag,Seacliff Possum Control 2025,,Bait bags,Cyanide,Trust,1760486400000,1790553600000,-45.67566053449992,170.6155129979026,Otago
SLS Diphacinone Bait Stations 24-26,SLS Diphacinone Bait Stations 24-26,,Bait stations,Diphacinone,Trust,1733702400000,1798675200000,-44.15011546573787,169.29856440901196,West Coast
South Branch Hurunui Core D+C 2023,OFK Bait Stations,,Bait stations,Diphacinone + Cholecalciferol,DOC,1748563200000,1777507200000,-42.760661805126446,172.01316990997864,Canterbury
South Branch Hurunui Edge D+C 2023,OFK Bait Stations,,Bait stations,Diphacinone + Cholecalciferol,DOC,1748563200000,1777507200000,-42.74482420937112,172.08111984986274,Canterbury
South Okarito toxic rodent deployment 100 m buffer from 14_03_26,1080 ZIP South Okarito ,,Handlaying,Sodium fluoroacetate,Shared (detail in comments),1773446400000,1774915200000,-43.25110125978246,170.13138124306383,West Coast
South Okarito Toxic rodent Feb 5th 26,1080 ZIP South Okarito ,,Handlaying,Sodium fluoroacetate,Shared (detail in comments),1770249600000,1774915200000,-43.320320577030145,170.1414634147942,West Coast
South Okarito Toxic Rodents,1080 ZIP South Okarito ,,Handlaying,Sodium fluoroacetate,Shared (detail in comments),1769731200000,1782777600000,-43.29796918199402,170.11320719040643,West Coast
SouthOkaritoBrodifacoum,ZIP Okarito brodifacoum response,,Bait stations,Brodifacoum,Shared (detail in comments),1740700800000,1741478400000,-43.25160143828784,170.2386871815375,West Coast
Stoney Creek Addition baitstations.,ZIP Brodifacoum Paste Area,,Bait stations,Brodifacoum,Shared (detail in comments),1747094400000,1755648000000,-43.36390818399325,170.21545387891015,West Coast
Strath Taiari Bait Bag,Strath Taiari Possum Control Area 2025-26,,Bait bags,Cyanide,TB Free,1751328000000,1782777600000,-45.658100369540314,169.86798967946834,Otago
Strath Taiari Bait Station,Strath Taiari Possum Control Area 2025-26,,Bait stations,Cyanide,TB Free,1751328000000,1782777600000,-45.658100369540314,169.86798967946834,Otago
Strath Taieri Bait Bag,Strath Taieri Possum Control Area 2024_25,,Bait bags,Cyanide,TB Free,1718409600000,1751241600000,-45.657961600125525,169.86950405310714,Otago
Strath Taieri Bait Station,Strath Taieri Possum Control Area 2024_25,,Bait stations,Cyanide,TB Free,1715731200000,1751241600000,-45.657961600125525,169.86950405310714,Otago
Strath Taieri Cyanide Handlaid,Strath Taieri Possum Control Area 2024_25,,Handlaying,Cyanide,TB Free,1718409600000,1751241600000,-45.657961600125525,169.86950405310714,Otago
Strath Taieri Handlaid Cyanide,Strath Taiari Possum Control Area 2025-26,,Handlaying,Cyanide,TB Free,1751328000000,1782777600000,-45.658100369540314,169.86798967946834,Otago
T Rex Delta mice 2025,Anchor Isl mouse incursion 2025,,Handlaying,Brodifacoum,DOC,1744416000000,1748649600000,-45.74188844982723,166.56585877961587,Southland
TAAT 25-26 Cholecalciferol BB,TAAT 25-26,,Bait bags,Cholecalciferol,Shared (detail in comments),1756684800000,1782777600000,-40.30509181562488,175.78654278165197,Wellington
TAAT 25-26 Diphacinone BS,TAAT 25-26,,Bait stations,Diphacinone,Shared (detail in comments),1756684800000,1782777600000,-40.30509181562488,175.78654278165197,Wellington
TAAT 25-26 Double Tap BS,TAAT 25-26,,Bait stations,Diphacinone + Cholecalciferol,Shared (detail in comments),1756684800000,1782777600000,-40.30509181562488,175.78654278165197,Wellington
TAAT 25-26 Feratox,TAAT 25-26,,Bait stations,Cyanide,Shared (detail in comments),1756684800000,1782777600000,-40.30509181562488,175.78654278165197,Wellington
Taharua Matea 2025 - Cyanide + prefeed paste (bait stations),Taharua Matea 2025 (Better Nature),,Bait stations,Cyanide,TB Free,1750636800000,1756598400000,-38.86992691649737,176.4967260424761,Unknown
Taharua Matea 2025 - Cyanide 475g/kg (bait bags),Taharua Matea 2025 (Better Nature),,Bait bags,Cyanide,TB Free,1750636800000,1756598400000,-38.86992691649737,176.4967260424761,Unknown
Taharua Matea 2025 - Diphacinone,Taharua Matea 2025 (Better Nature),,Bait stations,Diphacinone,TB Free,1750636800000,1756598400000,-38.86992691649737,176.4967260424761,Unknown
Taharua Matea 2025 - Feratox 475 Bait Stations,Taharua Matea 2025 (Better Nature),,Bait stations,Cyanide,TB Free,1750636800000,1756598400000,-38.86992691649737,176.4967260424761,Unknown
Taharua Matea 2025 - Feratox Bio Bag 12,Taharua Matea 2025 (Better Nature),,Bait bags,Cyanide,TB Free,1750636800000,1756598400000,-38.86992691649737,176.4967260424761,Unknown
Taipo Cyanara bait stations,Taipo 2025,,Bait stations,Cyanide,TB Free,1752451200000,1765756800000,-42.74381771287784,171.37551439051995,West Coast
Taipo Feratox bait stations,Taipo 2025,,Bait stations,Cyanide,TB Free,1752451200000,1765756800000,-42.74381771287784,171.37551439051995,West Coast
Tasman Wilderness NPCP 2025 Deer Repellent,Tasman Wilderness NPCP,,Aerial,Sodium fluoroacetate,DOC,1763596800000,1763683200000,-41.0660968538617,172.5531610895939,Nelson Marlborough
Tasman Wilderness NPCP 2025 Standard,Tasman Wilderness NPCP,,Aerial,Sodium fluoroacetate,DOC,1763596800000,1763683200000,-41.097335597632394,172.39353327703708,Unknown
Taupiri Rat and Possum Control #19 Feratox,Taupiri SR Rat and Possum Control_25-26,,Bait bags,Cyanide,Trust,1757894400000,1782777600000,-37.56658379218339,175.19933351061545,Waikato
Taupiri Rat and Possum Control #3 Pronature,Taupiri SR Rat and Possum Control_25-26,,Bait stations,Sodium fluoroacetate,Trust,1757894400000,1782777600000,-37.56658379218339,175.19933351061545,Waikato
Taupo_TaupoTMA_Epro_Diphacinone_BaitStations,Taupo_TaupoTMA_Epro_Feratox_Diphacinone,,Bait stations,Diphacinone,TB Free,1743984000000,1775433600000,-38.61604011837927,176.20411168410365,Waikato
Taupo_TaupoTMA_Epro_Feratox_Baitbags,Taupo_TaupoTMA_Epro_Feratox_Diphacinone,,Bait bags,Cyanide,TB Free,1743984000000,1775433600000,-38.61604011837927,176.20411168410365,Waikato
Taupo_TaupoTMA_Epro_Feratox_BaitStations,Taupo_TaupoTMA_Epro_Feratox_Diphacinone,,Bait stations,Cyanide,TB Free,1743984000000,1775433600000,-38.61604011837927,176.20411168410365,Waikato
Te Hawere-a-Maki Ditrac,Te Hawere-a-Maki Area 23-26,,Bait stations,Diphacinone,Shared (detail in comments),1693267200000,1786147200000,-36.26564430992514,174.79742192977847,Northland
Te Hawere-a-Maki Pestoff,Te Hawere-a-Maki Area 23-26,,Bait stations,Diphacinone,Shared (detail in comments),1693267200000,1786147200000,-36.26564430992514,174.79742192977847,Northland
Te Maire Double Tap,Te Maire,,Bait stations,Diphacinone + Cholecalciferol,Trust,1694563200000,1753401600000,-37.66289573749291,175.90337883537785,Waikato
Te Maire Pindone,Te Maire,,Bait stations,Pindone,Trust,1694563200000,1753401600000,-37.66289573749291,175.90337883537785,Waikato
Te Maruia Aerial 1080 2025,Te Maruia 2025,,Aerial,Sodium fluoroacetate,DOC,1763251200000,1763596800000,-42.277117503578566,172.26520506819207,Canterbury
Te Matai Feratox Bait Stations 25_26,Te Matai Forest Possum and rat Control 25_26,,Bait stations,Cyanide,Trust,1754870400000,1761868800000,-37.95309371513953,176.23854258071276,Waikato
Te Matai Forest Pindone Bait Stations 25_26,Te Matai Forest Possum and rat Control 25_26,,Bait stations,Pindone,Trust,1754870400000,1761868800000,-37.95309371513953,176.23854258071276,Waikato
Te Matuku Diphacinone baitstations 2023_28,Te Matuku Diphacinone baitstations 2023_28,,Bait stations,Diphacinone,Trust,1692057600000,1845936000000,-36.83559947424975,175.13588370593158,Auckland
Te Matuku Reserves diphacinone 2024-29,Te Matuku Reserves diphacinone 2024-29,,Bait stations,Diphacinone,Trust,1734480000000,1892160000000,-36.83559947424975,175.13588370593158,Auckland
Te Miro_Cyanide#19_25-26,Te Miro_25-26,,Bait bags,Cyanide,Council,1752451200000,1782777600000,-37.797986901016465,175.54720102669026,Waikato
Te Miro_DblTap#144_25-26,Te Miro_25-26,,Bait stations,Diphacinone + Cholecalciferol,Council,1752451200000,1782777600000,-37.7980892105166,175.54724873458505,Waikato
Te Miro_Decal#114_25-26,Te Miro_25-26,,Bait stations,Cholecalciferol,Council,1752451200000,1782777600000,-37.797986901016465,175.54720102669026,Waikato
Te Miro_Decal#138_25-26,Te Miro_25-26,,Bait bags,Cholecalciferol,Council,1752451200000,1782777600000,-37.7980892105166,175.54724873458505,Waikato
Te Miro_Ditrac#127_25-26,Te Miro_25-26,,Bait stations,Diphacinone,Council,1752451200000,1782777600000,-37.797986901016465,175.54720102669026,Waikato
Te Miro_Feracol#82_25-26,Te Miro_25-26,,Bait bags,Cholecalciferol,Council,1752451200000,1782777600000,-37.7980892105166,175.54724873458505,Waikato
Te Miro_Feratox#18_25-26,Te Miro_25-26,,Bait stations,Cyanide,Council,1752451200000,1782777600000,-37.7980892105166,175.54724873458505,Waikato
Te Miro_Pestoff#122_25-26,Te Miro_25-26,,Bait stations,Diphacinone,Council,1752451200000,1782777600000,-37.797986901016465,175.54720102669026,Waikato
Te Miro_Sod.Flu#3_25-26,Te Miro_25-26,,Bait stations,Sodium fluoroacetate,Council,1752451200000,1782777600000,-37.797986901016465,175.54720102669026,Waikato
TM_25 Hand Lay 1080,Te Maruia 2025,,Handlaying,Sodium fluoroacetate,DOC,1763596800000,1763596800000,-42.42153212210384,172.0955131746205,Canterbury
Tongariro Forest_TCA_NPCP_PredatorControl_PronatureAerial,Tongariro Forest_TCA_NPCP_PredatorControl_PronatureAerial,,Aerial,Sodium fluoroacetate,DOC,1755734400000,1780272000000,-39.050463382924576,175.48691288131494,Unknown
Tongariro_NorthHihitahi_Supplejack_Cyanara50,Tongariro_NorthHihitahi_Supplejack_Feratox_Cyanara50_BaitStations,,Bait stations,Cyanide,TB Free,1746403200000,1798502400000,-39.52549453470411,175.70868987270808,Wellington
Tongariro_NorthHihitahi_Supplejack_Feratox,Tongariro_NorthHihitahi_Supplejack_Feratox_Cyanara50_BaitStations,,Bait stations,Cyanide,TB Free,1746403200000,1798502400000,-39.52549453470411,175.70868987270808,Wellington
Toxic Rodents Nov 25,ZIP Targeted stoat removal trial,,Handlaying,Sodium fluoroacetate,Shared (detail in comments),1763856000000,1764460800000,-43.40105796177982,170.40670508432854,West Coast
Trentham Scenic Reserve Diphacinone #122 +DoubleTap #144 2025-2026,Trentham Scenic Reserve Diphacinone #122 +DoubleTap #144 2025-2026,,Bait stations,Diphacinone + Cholecalciferol,DOC,1762819200000,1765670400000,-41.12408228448228,175.03085472434807,Wellington
Trounson Kauri Park Diphacinone 2025_2026,Trounson Kauri Park 2025_2026,,Bait stations,Diphacinone,DOC,1757376000000,1788220800000,-35.72628307870107,173.63017165506938,Northland
Trounson Kauri Park Feratox 2025_2026,Trounson Kauri Park 2025_2026,,Bait bags,Cyanide,DOC,1757376000000,1788220800000,-35.72628307870107,173.63017165506938,Northland
Tryphena Scenic Reserve Diphacinone bait stations,"OME Rat Control Oruawharo Bay/Medlands area, Aotea",,Bait stations,Diphacinone,Trust,1743638400000,1772236800000,-36.28595581673895,175.48352734008972,Unknown
Tryphena Scenic Reserve Diphacinone Bait Stations,OME Rat Control 2026-2030,,Bait stations,Diphacinone,Trust,1772323200000,1930089600000,-36.28595581673895,175.48352734008972,Unknown
Tryphena South,Windy Hill,,Bait stations,Diphacinone,Trust,1605744000000,1761868800000,-36.30301000365546,175.5139719053455,Unknown
Tucker Beach Magtoxin '25 to '27,Tucker Beach Magtoxin '25 to '27,,Fumigation,Magnesium Phosphide,Trust,1750464000000,1806451200000,-44.98215536724592,168.74202329472254,Otago
Tuckers Beach Magtoxin,Tuckers Beach Rabbit Control 2023-24,,Fumigation,Magnesium Phosphide,Trust,1691366400000,1717027200000,-44.98215536724592,168.74202329472254,Otago
Turangi_Opepe_Forest Bird_Cholecalciferol_Bags,Turangi_Opepe_Forest Bird_Cholecalciferol Double Tap_Bags  Stations,,Bait bags,Cholecalciferol,Trust,1743465600000,1761868800000,-38.76744925093205,176.2234481265727,Unknown
Turangi_Taharua TMA_BetterNature_Feratox_BioBags,Turangi_Taharua TMA_BetterNature_Cyanide_Diphacinone_BaitStationsBags,,Bait bags,Cyanide,Shared (detail in comments),1761004800000,1782777600000,-38.989279813571564,176.26029522932944,Unknown
Tutaekuri Mohaka 1080 Aerial,Tutaekuri Mohaka 2223,,Aerial,Sodium fluoroacetate,TB Free,1663200000000,1688083200000,-39.26919615910001,176.47315169242606,Unknown
Tutaekuri Mohaka 22-23 1080 handlaying,Tutaekuri Mohaka 2223,,Handlaying,Sodium fluoroacetate,TB Free,1663200000000,1688083200000,-39.26919615910001,176.47315169242606,Unknown
Tutaekuri Mohaka 22-23 Feratox BS,Tutaekuri Mohaka 2223,,Bait stations,Cyanide,TB Free,1663200000000,1688083200000,-39.26919615910001,176.47315169242606,Unknown
Tutaekuri Mohaka OSPRI 22-23 1080 BS,Tutaekuri Mohaka 2223,,Bait stations,Sodium fluoroacetate,TB Free,1663200000000,1688083200000,-39.26919615910001,176.47315169242606,Unknown
Tutaekuri Mohaka OSPRI 22-23 Feratox BB,Tutaekuri Mohaka 2223,,Bait bags,Cyanide,TB Free,1663200000000,1688083200000,-39.26919615910001,176.47315169242606,Unknown
Tutaekuri OSPRI 2024-25 Feratox BS,Tutaekuri Waitara OSPRI Ground 2024-25,,Bait stations,Cyanide,TB Free,1732406400000,1751241600000,-39.05878993265506,176.7433281563926,East Coast
Tutaekuri Waitara 25-26 Cyanide 9.4g/kg BB,Tutaekuri Waitara OSPRI Possum 2025-26,,Bait bags,Cyanide,TB Free,1757376000000,1782777600000,-39.05878993265506,176.7433281563926,East Coast
Tutaekuri Waitara 25-26 Diphacinone BS,Tutaekuri Waitara OSPRI Possum 2025-26,,Bait stations,Diphacinone,TB Free,1757376000000,1782777600000,-39.05878993265506,176.7433281563926,East Coast
Tutaekuri Waitara 25-26 Feratox BB,Tutaekuri Waitara OSPRI Possum 2025-26,,Bait bags,Cyanide,TB Free,1757376000000,1782777600000,-39.05878993265506,176.7433281563926,East Coast
Tutaekuri Waitara 25-26 Feratox with cereal prefeed pellets BS,Tutaekuri Waitara OSPRI Possum 2025-26,,Bait stations,Cyanide,TB Free,1757376000000,1782777600000,-39.05878993265506,176.7433281563926,East Coast
Tutaekuri Waitara 25-26 Feratox with prefeed paste in BS,Tutaekuri Waitara OSPRI Possum 2025-26,,Bait stations,Cyanide,TB Free,1757376000000,1782777600000,-39.05878993265506,176.7433281563926,East Coast
Tutaekuri Waitara OSPRI 2024-25 Diphacinone cereal pellet,Tutaekuri Waitara OSPRI Ground 2024-25,,Bait stations,Cholecalciferol,TB Free,1732406400000,1751241600000,-39.05878993265506,176.7433281563926,East Coast
Tutaekuri Waitara OSPRI 2024-25 Feratox BB,Tutaekuri Waitara OSPRI Ground 2024-25,,Bait bags,Cyanide,TB Free,1732406400000,1751241600000,-39.05878993265506,176.7433281563926,East Coast
Tutaekuri Waitara OSPRI 2024-25 Feratox Bio Bag 12,Tutaekuri Waitara OSPRI Ground 2024-25,,Bait bags,Cyanide,TB Free,1732406400000,1751241600000,-39.05878993265506,176.7433281563926,East Coast
Tutaekuri Waitara OSPRI 2024-25 Feratox cereal pellets,Tutaekuri Waitara OSPRI Ground 2024-25,,Bait stations,Cyanide,TB Free,1732406400000,1751241600000,-39.05878993265506,176.7433281563926,East Coast
Tutira 25-26 Cyanide 9.4g/kg BB,Tutira OSPRI Possums 2025-26,,Bait bags,Cyanide,TB Free,1767744000000,1782777600000,-39.225944316872514,176.89803803645287,East Coast
Tutira 25-26 Diphacinone BS,Tutira OSPRI Possums 2025-26,,Bait stations,Diphacinone,TB Free,1767744000000,1782777600000,-39.225944316872514,176.89803803645287,East Coast
Tutira 25-26 Feratox BB,Tutira OSPRI Possums 2025-26,,Bait bags,Cyanide,TB Free,1767744000000,1782777600000,-39.225944316872514,176.89803803645287,East Coast
Tutira 25-26 feratox BS,Tutira OSPRI Possums 2025-26,,Bait stations,Cyanide,TB Free,1767744000000,1782777600000,-39.225944316872514,176.89803803645287,East Coast
Tutira 25-26 Feratox cereal prefeed BS,Tutira OSPRI Possums 2025-26,,Bait stations,Cyanide,TB Free,1767744000000,1782777600000,-39.225944316872514,176.89803803645287,East Coast
Tutukakahikura PFBP Operation,Tutukakahikura PFBP Operation,,Bait stations,Brodifacoum,Trust,1744848000000,1744848000000,-43.85003608027583,172.9847305419757,Canterbury
Upper Hopkins Feratox,Ohau Forests,,Bait bags,Cyanide,DOC,1720483200000,1720742400000,-43.896754597171885,169.87756596346597,West Coast
Upper Wanganui OSPRI,Upper Wanganui OSPRI,,Aerial,Sodium fluoroacetate,TB Free,1762473600000,1766188800000,-43.210501606373455,170.70482316887666,West Coast
Waiau1,1080 ZIP South Okarito ,,Aerial,Sodium fluoroacetate,Shared (detail in comments),1769731200000,1769731200000,-43.28567473261562,170.07639811738866,West Coast
Waiautoa GCO - Tom's Face,Waiautoa GCO - Tom's Face,,Bait bags,Cyanide,TB Free,1733097600000,1748563200000,-42.07446699842943,173.8249335959765,Nelson Marlborough
Waikanae Scenic Reserve and QEII Cholecalcipherol #114 2025,Kapiti Coast Small Reserves Cholecalcipherol #114 2025,,Bait stations,Cholecalciferol,DOC,1761696000000,1763683200000,-40.84942487413581,175.08691560270773,Wellington
Waikanae Scenic Reserve and QEII Diphacinone 121 2025,Kapiti Small Covenants Diphacinone 121 2025,,Bait stations,Diphacinone,DOC,1752192000000,1752192000000,-40.84942487413581,175.08691560270773,Wellington
Waikare Papakauri,Waikare Waihaha Treatment Area,,Bait stations,Diphacinone + Cholecalciferol,Trust,1717200000000,1748736000000,-35.369724529897205,174.24904254782166,Northland
Waikare Waihaha double tap,Waikare Waihaha Treatment Area,,Bait stations,Diphacinone + Cholecalciferol,Trust,1698105600000,1713916800000,-35.36990375938503,174.21881550274227,Northland
Waikawa ICMP,Waikawa ES cyanide possum control,,Bait stations,Cyanide,Council,1746403200000,1793404800000,-46.491238176290075,169.08805988840766,Otago
Waikoau Ground 2025-2026 cyanide in bait bags,Waikoau Ground 2025-2026 laid,,Bait bags,Cyanide,TB Free,1755561600000,1782777600000,-39.21310901829628,176.7939751317549,East Coast
Waikoau Ground 2025-2026 cyanide with prefeed paste in BS,Waikoau Ground 2025-2026 laid,,Bait stations,Cyanide,TB Free,1755561600000,1782777600000,-39.21310901829628,176.7939751317549,East Coast
Waikoau Ground 2025-2026 cyanide with prefeed pellets in BS,Waikoau Ground 2025-2026 laid,,Bait stations,Cyanide,TB Free,1755561600000,1782777600000,-39.21310901829628,176.7939751317549,East Coast
Waikoau Ground 2025-2026 Diphacinone pellets in BS,Waikoau Ground 2025-2026 laid,,Bait stations,Diphacinone,TB Free,1755561600000,1782777600000,-39.21310901829628,176.7939751317549,East Coast
Waima kokako feratox 2025_26,Kauri Coast kokako area 2025_26,,Bait bags,Cyanide,DOC,1757980800000,1777161600000,-35.535493460943385,173.53952825644564,Northland
Waima Kokako ratabate 2025_26,Kauri Coast kokako area 2025_26,,Bait stations,Diphacinone,DOC,1756166400000,1777161600000,-35.535493460943385,173.53952825644564,Northland
Waima kokako ratabate spring 2025,Kauri Coast kokako area 2024_25,,Bait stations,Diphacinone,DOC,1755648000000,1756080000000,-35.535493460943385,173.53952825644564,Northland
Waimamaku rat control,Kauri Coast SJK Area,,Bait stations,Diphacinone,DOC,1745366400000,1756425600000,-35.55923728482951,173.61698810298563,Northland
Waipa River WRC Possums 2022-23 Chole bait bags,Waipa River Possum WRC 2022-23,,Bait bags,Cholecalciferol,Council,1657152000000,1677572779000,-38.27066858936066,175.33944490354867,Waikato
Waipapa Pindone (Pindone pellets) Bait stations #116,Waipapa-Pikiariki-Pukeokahu ground rat control 2025-2027,,Bait stations,Pindone,DOC,1759708800000,1814313600000,-38.453018453622995,175.5776277286465,Waikato
Waipatiki Ground 25-26,Waipatiki Ground Possum OSPRI 2025-26,,Bait stations,Cyanide,TB Free,1758153600000,1782777600000,-39.20129846246399,177.0501682663406,East Coast
Waipatiki Ground 25-26 Diphacinone BS,Waipatiki Ground Possum OSPRI 2025-26,,Bait stations,Diphacinone,TB Free,1758153600000,1782777600000,-39.20129846246399,177.0501682663406,East Coast
