block_name,area_name,activity,method,pesticide,lead_agency,start_date,finish_date,lat,lon,region
Mangaweka PestOff 50D 2024-26,Mangaweka Reserves,,Bait stations,Diphacinone,DOC,1728518400000,1782777600000,-39.80866281198914,175.7809814199658,Wellington
Mangaweka South Feratox 2023-2026,Mangaweka Reserves,,Bait bags,Cyanide,DOC,1702166400000,1719705600000,-39.80866281198914,175.7809814199658,Wellington
Maniototo Bait Bag,Maniototo Possum Control 2024_25,,Bait bags,Cyanide,TB Free,1724025600000,1751241600000,-45.45758734732622,169.84637040729967,Otago
Maniototo Bait Station,Maniototo Possum Control 2024 _25,,Bait stations,Cyanide,TB Free,1724025600000,1751241600000,-45.45758734732622,169.84637040729967,Otago
Maniototo Hand laid,Maniototo Possum Control 2024_25,,Handlaying,Cyanide,TB Free,1724025600000,1751241600000,-45.45758734732622,169.84637040729967,Otago
MANIOTOTO TMA 25-26 Cyanide Paste,OSPRI MANIOTOTO TMA 25-26,,Handlaying,Cyanide,TB Free,1754006400000,1782777600000,-45.45758734732622,169.84637040729967,Otago
MANIOTOTO TMA 25-26 Feratox Bait Bags,OSPRI MANIOTOTO TMA 25-26,,Bait bags,Cyanide,TB Free,1754006400000,1782777600000,-45.45758734732622,169.84637040729967,Otago
MANIOTOTO TMA 25-26 Feratox Baitstations,OSPRI MANIOTOTO TMA 25-26,,Bait stations,Cyanide,TB Free,1754006400000,1782777600000,-45.45758734732622,169.84637040729967,Otago
Manuherikia TMA Cyanide Bait Bags,OSPRI Manuherikia TMA,,Bait bags,Cyanide,TB Free,1739923200000,1771372800000,-44.739068575797766,169.75483256132068,Otago
Manuherikia TMA Cyanide Baitstations,OSPRI Manuherikia TMA,,Bait stations,Cyanide,TB Free,1739836800000,1771286400000,-44.739068575797766,169.75483256132068,Otago
Manuherrikia Cyanara50 Haid laid 2025-2026,Manuherrikia TMA OSPRI 2025-2026,,Handlaying,Cyanide,TB Free,1761696000000,1793404800000,-44.739068575797766,169.75483256132068,Otago
Manuherrikia Feratox Bait Bags 2025-2026,Manuherrikia TMA OSPRI 2025-2026,,Bait bags,Cyanide,TB Free,1761696000000,1793404800000,-44.739068575797766,169.75483256132068,Otago
Manuherrikia Feratox bait stations 2025-2026,Manuherrikia TMA OSPRI 2025-2026,,Bait stations,Cyanide,TB Free,1761696000000,1793404800000,-44.739068575797766,169.75483256132068,Otago
Mapara Aerial 2025,Mapara Aerial 2025,,Aerial,Sodium fluoroacetate,DOC,1755734400000,1755734400000,-38.547313145896375,175.26962207538958,Waikato
Mapara Ground Baiting 23.24,Mapara Ground Baiting 23.24,,Bait stations,Pindone,DOC,1723680000000,1746057600000,-38.54762788625175,175.2747937955885,Waikato
Marsden RW 1080 hand Lay,Marsden Rework 2025,,Handlaying,Sodium fluoroacetate,TB Free,1762300800000,1765756800000,-42.55017191017563,171.23272407552375,West Coast
Marsden RW Cyanide Baitstations,Marsden Rework 2025,,Bait stations,Cyanide,TB Free,1762300800000,1765756800000,-42.55017191017563,171.23272407552375,West Coast
Martins Bay Feratox - Hollyford Conservation Trust,Hollyford Conservation Trust - Martins Bay,,Bait stations,Cyanide,Trust,1751328000000,1780185600000,-44.368293981753254,168.03491313846277,West Coast
Martins Bay Pindone - Hollyford Conservation Trust,Hollyford Conservation Trust - Martins Bay,,Bait stations,Pindone,Trust,1751328000000,1780185600000,-44.368293981753254,168.03491313846277,West Coast
Matahina Aerial,Matahina Aerial,,Aerial,Sodium fluoroacetate,Council,1759881600000,1787529600000,-38.23817795231303,176.72538707568884,Bay of Plenty
Matietie diphacinone 2025,Matietie rat control 2025,,Bait stations,Diphacinone,Trust,1751328000000,1846022400000,-36.775599872258475,174.98743413404253,Auckland
Matietie diphacinone Ratabate 2025,Matietie rat control 2025,,Bait stations,Diphacinone,Trust,1751328000000,1846022400000,-36.775599872258475,174.98743413404253,Auckland
Matietie double tap 2025,Matietie rat control 2025,,Bait stations,Diphacinone + Cholecalciferol,Trust,1751328000000,1846022400000,-36.775599872258475,174.98743413404253,Auckland
Matietie rat control 2025,Matietie rat control 2025,,Bait stations,Diphacinone,Trust,1751328000000,1846022400000,-36.775599872258475,174.98743413404253,Auckland
Matiri 1080 NPCP 2025,Matiri 2025,,Aerial,Sodium fluoroacetate,DOC,1762473600000,1762560000000,-41.65916224843206,172.35749448156866,Unknown
Maungakotukutuku Dam Covenant,Kapiti Coast Large Reserves,,Bait stations,Cholecalciferol,DOC,1762214400000,1764806400000,-40.914388364532414,175.05812635742427,Wellington
McLeans Bush_2021_2024_Doubletap_BS,McLeans Bush Rodent Control ,,Bait stations,Diphacinone + Cholecalciferol,Shared (detail in comments),1639958400000,1751241600000,-40.40955847562711,176.5933195682589,Unknown
McLeans Bush_2021_2024_Ratabate BS,McLeans Bush Rodent Control ,,Bait stations,Diphacinone,Shared (detail in comments),1639958400000,1761868800000,-40.40955847562711,176.5933195682589,Unknown
MGWSR Diphacinone and Cholecalciferol (Double Tap) Bait Stations #144,Predator Control MGWSR 25-26,,Bait stations,Diphacinone + Cholecalciferol,DOC,1737331200000,1792454400000,-38.578967207850006,174.89205139582015,Waikato
MGWSR Pest Off 25-26,Predator Control MGWSR 25-26,,Bait stations,Diphacinone,DOC,1737331200000,1792454400000,-38.578967207850006,174.89205139582015,Waikato
Mikonui Totara Cyanara bait stations,Mikonui Totara,,Bait stations,Cyanide,TB Free,1751846400000,1765152000000,-43.00046987588651,170.86020326901917,West Coast
Mikonui Totara Feratox bait stations,Mikonui Totara,,Bait stations,Cyanide,TB Free,1751846400000,1765152000000,-43.00046987588651,170.86020326901917,West Coast
Misty Peaks/Armstrong Operational Area,PFBP Brodi Op Armstrong,,Bait stations,Brodifacoum,Trust,1700438400000,1711756800000,-43.834922953492594,172.99153467139521,Canterbury
Moehau 2025,Moehau 2025,,Aerial,Sodium fluoroacetate,DOC,1757289600000,1764460800000,-36.50091152750426,175.41044468576777,Auckland
Mohaka Forest 25-26 Cyanide 9.4g/kg BB,Mohaka Forest Ground OSPRI 2025-26,,Bait bags,Cyanide,TB Free,1751328000000,1782777600000,-39.01353132967983,177.05072326931932,East Coast
Mohaka Forest 25-26 Feratox BB,Mohaka Forest Ground OSPRI 2025-26,,Bait bags,Cyanide,TB Free,1751328000000,1782777600000,-39.01353132967983,177.05072326931932,East Coast
Mohaka Forest 25-26 Feratox with prefeed paste BS,Mohaka Forest Ground OSPRI 2025-26,,Bait stations,Cyanide,TB Free,1751328000000,1782777600000,-39.01353132967983,177.05072326931932,East Coast
Mohaka Forest 25-26 Feratox with prefeed pellets BS,Mohaka Forest Ground OSPRI 2025-26,,Bait stations,Cyanide,TB Free,1751328000000,1782777600000,-39.01353132967983,177.05072326931932,East Coast
Mohaka Forest 25-26 Pestoff 50D BS,Mohaka Forest Ground OSPRI 2025-26,,Bait stations,Diphacinone,TB Free,1751328000000,1782777600000,-39.01353132967983,177.05072326931932,East Coast
Mokaihaha MKT Pindone Bait Stations 2025,Mokaihaha MKT Ground Rat Control 2025,,Bait stations,Pindone,Trust,1759708800000,1766275200000,-38.18678002729816,176.0810792029665,Waikato
Mokauiti bushland WRC Cholecalciferol hard paste bait bag,Mokauiti Bushland WRC possum control 2023,,Bait bags,Cholecalciferol,Council,1693599780000,1719705600000,-38.64718863413041,175.03568561969618,Waikato
Mokihinui - Karamea,Mokihinui - Karamea,,Aerial,Sodium fluoroacetate,DOC,1763164800000,1763251200000,-41.47209557407257,172.16953983846687,Unknown
Mokomoko Dryland Sanctuary - Broudifacoum bait stations,Mokomoko Dryland Sanctuary - Mouse eradication,,Bait stations,Brodifacoum,Trust,1568764800000,1571184000000,-45.29094777124081,169.30071662836792,Otago
Molesworth Pindone Operation 2024,Molesworth Pindone Operation 2024,,Aerial,Pindone,Shared (detail in comments),1759276800000,1759276800000,-42.13809856979965,173.0418073202634,Nelson Marlborough
Morven Bendige 2527 Feratox bait bags,Morven bendigo2527,,Bait bags,Cyanide,TB Free,1750809600000,1814313600000,-44.618134679052154,169.5970224450919,Otago
Morven Bendigo 2527 Cyanide paste,Morven bendigo2527,,Handlaying,Cyanide,TB Free,1750809600000,1814313600000,-44.618134679052154,169.5970224450919,Otago
Morven Bendigo Bait stations Feratox,Morven bendigo2527,,Bait stations,Cyanide,TB Free,1750809600000,1814313600000,-44.618134679052154,169.5970224450919,Otago
Mt Somers Range,Mt Somers Range,,Bait stations,Brodifacoum,DOC,1738627200000,1830211200000,-43.53349169266163,171.2783689336696,West Coast
Mt William Dblock #127,Mt William rat & possum control 2025-26,,Bait stations,Diphacinone,Trust,1761955200000,1790812800000,-37.216605578524494,175.02478272574874,Auckland
Mt William DoubleTap #144,Mt William rat & possum control 2025-26,,Bait stations,Diphacinone + Cholecalciferol,Trust,1761955200000,1790812800000,-37.216605578524494,175.02478272574874,Auckland
MTMA PMA Diphacinone,MTMA PMA 2023,,Bait stations,Diphacinone,Shared (detail in comments),1766188800000,1861833600000,-38.920447901074915,174.6027786232137,Unknown
MTMA PMA Double Tap 2023,MTMA PMA 2023,,Bait stations,Diphacinone + Cholecalciferol,Shared (detail in comments),1766188800000,1861833600000,-38.920447901074915,174.6027786232137,Unknown
MTMA PMA Feratox 2023,MTMA PMA 2023,,Bait stations,Cyanide,Shared (detail in comments),1766188800000,1861833600000,-38.920447901074915,174.6027786232137,Unknown
MTMA PMA Pindone 2023,MTMA PMA 2023,,Bait stations,Pindone,Shared (detail in comments),1703030400000,1861833600000,-38.920447901074915,174.6027786232137,Unknown
MTMA PMA PredaSTOP (Stoats and cats) 2023,MTMA PMA 2023,,Bait stations,Diphacinone + Cholecalciferol,Shared (detail in comments),1766188800000,1861833600000,-38.920447901074915,174.6027786232137,Unknown
Nagruroro Tutaekuri 2022 aerial 1080,Ngaruroro Tutaekuri OSPRI 2022,,Aerial,Sodium fluoroacetate,TB Free,1697500800000,1729814400000,-39.488281886254214,176.32115781657984,Unknown
Nga Motu Islands Brodifacoum Cereal Pellet Bait Stations #53,Nga Motu_Sugar Loaf Islands,,Bait stations,Brodifacoum,DOC,1579478400000,1705708800000,-39.045449224003555,174.01476649676582,Unknown
Ngaroma2_Epro_Diphacinone_Baitstations,Ngaroma2_Epro_FeratoxDiphacinone_BaitstationsBags,,Bait stations,Diphacinone,TB Free,1739145600000,1767571200000,-38.24254041250119,175.61330708813705,Waikato
Ngaroma2_Epro_FeratoxDiphacinone_BaitBags,Ngaroma2_Epro_FeratoxDiphacinone_BaitstationsBags,,Bait bags,Cyanide,TB Free,1739145600000,1767571200000,-38.24254041250119,175.61330708813705,Waikato
Ngaroma2_Epro_FeratoxDiphacinone_BaitstationsBags,Ngaroma2_Epro_FeratoxDiphacinone_BaitstationsBags,,Bait stations,Cyanide,TB Free,1739145600000,1767571200000,-38.24254041250119,175.61330708813705,Waikato
Ngaruroro Tutaekuri 2022 hand laying 1080,Ngaruroro Tutaekuri OSPRI 2022,,Handlaying,Sodium fluoroacetate,TB Free,1697500800000,1729123200000,-39.488281886254214,176.32115781657984,Unknown
Nikau Brodi Op,BP Southern,,Bait stations,Brodifacoum,Trust,1685318400000,1701388800000,-43.86901604459747,172.95899627547826,Canterbury
Nikau_Palm_Gully_Follow_up_OP_Brodi,Nikau_Palm_Gully_Follow_up_OP,,Bait stations,Brodifacoum,Trust,1739318400000,1747180800000,-43.86901604459747,172.95899627547826,Canterbury
North Huxley Feratox,Ohau Forests,,Bait stations,Cyanide,DOC,1470700800000,1502150400000,-43.98045723157794,169.7293158765691,West Coast
North Okarito-BursterPrice-Waiau,North Okarito-BursterPrice-Waiau,,Handlaying,Sodium fluoroacetate,Shared (detail in comments),1742342400000,1745452800000,-43.31252434077279,170.34247820314917,West Coast
North Okarito-Toxic rodents,North Okarito-BursterPrice-Waiau,,Handlaying,Sodium fluoroacetate,Shared (detail in comments),1749340800000,1756598400000,-43.180367582073984,170.33726435539924,West Coast
North Okarito Ground Control Toxic Rodents,North Okarito Ground Control,,Handlaying,Sodium fluoroacetate,Shared (detail in comments),1768435200000,1774915200000,-43.15337420516524,170.27376719805136,West Coast
North Okarito Toxic rodent 2,North Okarito Ground Control,,Handlaying,Sodium fluoroacetate,Shared (detail in comments),1766016000000,1769817600000,-43.172473467037385,170.28152985923086,West Coast
North Okarito Toxic Rodents,North Okarito Ground Control,,Handlaying,Sodium fluoroacetate,Shared (detail in comments),1764892800000,1767139200000,-43.15337420516524,170.27376719805136,West Coast
North Temple,Ohau Forests,,Bait bags,Cyanide,DOC,1721692800000,1721952000000,-44.096987508464146,169.80682697623115,West Coast
Northern Ruahine East Block NPCP,Northern Ruahine NPCP,,Aerial,Sodium fluoroacetate,DOC,1772668800000,1793836800000,-39.594200376534246,176.30404679348388,Wellington
Northern Ruahine NPCP,Northern Ruahine NPCP,,Aerial,Sodium fluoroacetate,DOC,1747872000000,1764460800000,-39.666707185202974,176.1216277684861,Wellington
Northokarito1,North Okarito-BursterPrice-Waiau,,Aerial,Sodium fluoroacetate,Shared (detail in comments),1769731200000,1769731200000,-43.21570916469995,170.28563743753304,West Coast
Nukuhakari Possums Cyanara #79,Nukuhakari 2 — Possum CONTROL OPERATION 2025,,Bait stations,Cyanide,Council,1761955200000,1793318400000,-38.536945973431834,174.69805200291904,Waikato
Nukuhakari possums Decal #114,Nukuhakari 2 — Possum CONTROL OPERATION 2025,,Bait stations,Cholecalciferol,Council,1761955200000,1793318400000,-38.536945973431834,174.69805200291904,Waikato
Nukuhakari possums DoubleTap #144,Nukuhakari 2 — Possum CONTROL OPERATION 2025,,Bait stations,Diphacinone + Cholecalciferol,Council,1761955200000,1793318400000,-38.536945973431834,174.69805200291904,Waikato
Nukuhakari possums Feracol #82,Nukuhakari 2 — Possum CONTROL OPERATION 2025,,Bait bags,Cholecalciferol,Council,1761955200000,1793318400000,-38.536945973431834,174.69805200291904,Waikato
Nukuhakari possums Feratox #18,Nukuhakari 2 — Possum CONTROL OPERATION 2025,,Bait stations,Cyanide,Council,1761955200000,1793318400000,-38.536945973431834,174.69805200291904,Waikato
Nukuhakari Possums Feratox #19,Nukuhakari 2 — Possum CONTROL OPERATION 2025,,Bait bags,Cyanide,Council,1761955200000,1793318400000,-38.536945973431834,174.69805200291904,Waikato
Nukuhou Saltmarsh Uretara Island Bait Stations 2025,Nukuhou Saltmarsh Uretara Island Bait Stations 2025,,Bait stations,Diphacinone,Trust,1740787200000,1772236800000,-38.00035672273354,177.11982444040154,Bay of Plenty
"Nukumea, Otanerua, Pohuehue and Warkworth SR","Nukumea, Otanerua, Pohuehue and Warkworth SR",,Bait bags,Cholecalciferol,Council,1737936000000,1751241600000,-36.45502100156449,174.65114102253065,Northland
O_Marsden 1080 Handlay,Ospri Marsden 2025,,Handlaying,Sodium fluoroacetate,TB Free,1754870400000,1765756800000,-42.53395826058119,171.24946902013218,West Coast
O_Marsden Cyanide baitstation Cyanara50,Ospri Marsden 2025,,Bait stations,Cyanide,TB Free,1752710400000,1765756800000,-42.53395826058119,171.24946902013218,West Coast
O_Marsden Cyanide baitstation Trappers,Ospri Marsden 2025,,Bait stations,Cyanide,TB Free,1752710400000,1765756800000,-42.53395826058119,171.24946902013218,West Coast
Okahukura Pindone (Pindone pellets) Bait stations #116,Okahukura ground based kokako protection 2025-2026,,Bait stations,Pindone,Trust,1757635200000,1774915200000,-38.38664114572119,175.49897057570212,Waikato
Omahuta Forest Rat Control,Omahuta Forest Bat Protection,,Bait stations,Cholecalciferol,DOC,1759276800000,1760659200000,-35.23704557159561,173.63607314598636,Northland
OME Medlands diphacinone bait stations,"OME Rat Control Oruawharo Bay/Medlands area, Aotea",,Bait stations,Diphacinone,Trust,1731283200000,1772236800000,-36.2640099448476,175.48783972310045,Unknown
OME Medlands Diphacinone Bait Stations,OME Rat Control 2026-2030,,Bait stations,Diphacinone,Trust,1772323200000,1930089600000,-36.2640099448476,175.48783972310045,Unknown
Oparara Lowland NPCP,Oparara Lowland NPCP,,Aerial,Sodium fluoroacetate,DOC,1762214400000,1762300800000,-41.11350107050107,172.17008239394485,Unknown
Opouahi ECOED Pestoff pellets BS,Opouahi rodent control ECOED 2025-28,,Bait stations,Brodifacoum,Trust,1757030400000,1861833600000,-39.14390907213254,176.83669214713825,East Coast
Opouahi Ground 25-26 Diphacinone BS,Opouahi Ground OSPRI 2025-26,,Bait stations,Diphacinone,TB Free,1759795200000,1782777600000,-39.145769949146235,176.81218850848083,East Coast
Opouahi Ground 25-26 Feratox BB,Opouahi Ground OSPRI 2025-26,,Bait bags,Cyanide,TB Free,1759795200000,1782777600000,-39.145769949146235,176.81218850848083,East Coast
Opouahi Ground 25-26 Feratox with prefeed paste BS,Opouahi Ground OSPRI 2025-26,,Bait stations,Cyanide,TB Free,1759795200000,1782777600000,-39.145769949146235,176.81218850848083,East Coast
Opouahi Ground Cyanide 9.4g/kg BB,Opouahi Ground OSPRI 2025-26,,Bait bags,Cyanide,TB Free,1759795200000,1782777600000,-39.145769949146235,176.81218850848083,East Coast
Opouahi Ground Feratox with prefeed pellets BS,Opouahi Ground OSPRI 2025-26,,Bait stations,Cyanide,TB Free,1759795200000,1782777600000,-39.145769949146235,176.81218850848083,East Coast
Opouahi rodent 25-28 D-block BS,Opouahi rodent control ECOED 2025-28,,Bait stations,Diphacinone,Trust,1757030400000,1861833600000,-39.14390907213254,176.83669214713825,East Coast
Opouahi rodent 25-28 D3 one rat feed BS,Opouahi rodent control ECOED 2025-28,,Bait stations,Cholecalciferol,Trust,1757030400000,1861833600000,-39.14390907213254,176.83669214713825,East Coast
Opouahi rodent 25-28 Pestoff block BS,Opouahi rodent control ECOED 2025-28,,Bait stations,Brodifacoum,Trust,1757030400000,1861833600000,-39.14390907213254,176.83669214713825,East Coast
Opouahi rodent 25-28 Ratabate BS,Opouahi rodent control ECOED 2025-28,,Bait stations,Diphacinone,Trust,1757030400000,1861833600000,-39.14390907213254,176.83669214713825,East Coast
Opouahi rodent D-block extreme BS,Opouahi rodent control ECOED 2025-28,,Bait stations,Diphacinone,Trust,1757030400000,1861833600000,-39.14390907213254,176.83669214713825,East Coast
Opuiaki Possum 2025,Opuiaki Possum 2025,,Bait stations,Cyanide,DOC,1758499200000,1772236800000,-37.93282778190474,175.9735253986466,Waikato
Opuiaki Rat 2025,Opuiaki Rat 2025,,Bait stations,Pindone,DOC,1758499200000,1772236800000,-37.93282778190474,175.9735253986466,Waikato
OSPRI Sthn Tararua Aerial 2025-26,OSPRI Sthn Tararua Aerial 2025-26,,Aerial,Sodium fluoroacetate,TB Free,1773878400000,1782777600000,-41.01413562365154,175.33037815216073,Wellington
OSPRI Sthn Tararua Aerial Deer Repellant 2025-26,OSPRI Sthn Tararua Aerial Deer Repellant 2025-26,,Aerial,Sodium fluoroacetate,TB Free,1773878400000,1782777600000,-40.99872198486823,175.31957247049817,Wellington
OSPRI Sthn Tararua West aerial 2025-26,OSPRI Sthn Tararua Aerial 2025-26,,Aerial,Sodium fluoroacetate,TB Free,1773187200000,1791158400000,-40.94904156232726,175.20628986316498,Wellington
Otaika Valley Possum Control,Otaika Valley Rat and Possum,,Bait stations,Cyanide,Trust,1768176000000,1772409600000,-35.77390906441833,174.2760848390759,Northland
Otaika Valley Rat and Possum Control Double Tap,Otaika Valley Rat and Possum,,Bait stations,Diphacinone + Cholecalciferol,Trust,1768176000000,1772323200000,-35.77390906441833,174.2760848390759,Northland
Otanewainuku Kiwi Trust (OKT) 2025-26 - Pindone,Otanewainuku Kiwi Trust (OKT) 2025-26,,Bait stations,Pindone,Trust,1756944000000,1775001600000,-37.8723271990934,176.22543767112566,Waikato
Otanewainuku North DOC 2025,Otanewainuku North DOC 2025,,Bait stations,Pindone,DOC,1757289600000,1764460800000,-37.857532954251624,176.22860110484382,Waikato
Outram - Maungatua Bait Bag,Outram - Maungatua Possum Control 25-26,,Bait bags,Cyanide,TB Free,1755216000000,1785456000000,-45.854165856542,170.1645034239459,Otago
Pakaututu Area OSPRI 2025-26 Diphacinone Bait stations,Pakaututu Area OSPRI 2025-26 Feratox Diphacinone,,Bait stations,Diphacinone,TB Free,1759104000000,1782777600000,-39.1505902498208,176.46974702169308,Unknown
Pakaututu Area OSPRI 2025-26 Feratox Bait Bags,Pakaututu Area OSPRI 2025-26 Feratox Diphacinone,,Bait bags,Cyanide,TB Free,1759104000000,1782777600000,-39.1505902498208,176.46974702169308,Unknown
Pakaututu Area OSPRI 2025-26 Feratox Bait Bags #139,Pakaututu Area OSPRI 2025-26 Feratox Diphacinone,,Bait bags,Cyanide,TB Free,1759104000000,1782777600000,-39.1505902498208,176.46974702169308,Unknown
Pakaututu Area OSPRI 2025-26 Feratox bait stations,Pakaututu Area OSPRI 2025-26 Feratox Diphacinone,,Bait stations,Cyanide,TB Free,1759104000000,1782777600000,-39.1505902498208,176.46974702169308,Unknown
Pakaututu Area OSPRI 2025-26 Feratox Bait Stations #18,Pakaututu Area OSPRI 2025-26 Feratox Diphacinone,,Bait stations,Cyanide,TB Free,1759104000000,1782777600000,-39.1505902498208,176.46974702169308,Unknown
Papaitonga Diphacinone Bait Stations 24-26,Horowhenua Pest Control 2023-2026,,Bait stations,Diphacinone,DOC,1727136000000,1782777600000,-40.64490652914982,175.23150252407203,Wellington
Papaitonga Feratox 2025-26,Horowhenua Pest Control 2023-2026,,Bait bags,Cyanide,DOC,1756857600000,1782777600000,-40.64490652914982,175.23150252407203,Wellington
Papakuri,Titoki Community Pest Control,,Bait stations,Sodium fluoroacetate,Trust,1754870400000,1757635200000,-35.66590623555434,174.0656116148199,Northland
Paraparaumu Scenic Reserve and Covenants,Kapiti Coast Large Reserves,,Bait stations,Cholecalciferol,DOC,1761004800000,1763683200000,-40.9095679698355,175.04992382986694,Wellington
Patoka 2024-2025 Bio bag 12g,Patoka possum ground control Better Nature 2024-2025,,Bait bags,Cyanide,TB Free,1719792000000,1751241600000,-39.31292114948874,176.4552155920949,Unknown
Patoka 2024-2025 Cyanide,Patoka possum ground control Better Nature 2024-2025,,Bait stations,Cyanide,TB Free,1719792000000,1751241600000,-39.40812891047726,176.50969416613992,East Coast
Patoka 2024-2025 cyanide bait bag,Patoka possum ground control Better Nature 2024-2025,,Bait bags,Cyanide,TB Free,1719792000000,1751241600000,-39.31292114948874,176.4552155920949,Unknown
Patoka 2024-2025 Cyanide cereal prefeed,Patoka possum ground control Better Nature 2024-2025,,Bait stations,Cyanide,TB Free,1719792000000,1751241600000,-39.31292114948874,176.4552155920949,Unknown
Patoka 2024-2025 Cyanide prefeed paste,Patoka possum ground control Better Nature 2024-2025,,Bait stations,Cyanide,TB Free,1719792000000,1751241600000,-39.31292114948874,176.4552155920949,Unknown
Patoka 2024-2025 Diphacinon,Patoka possum ground control Better Nature 2024-2025,,Bait stations,Diphacinone,TB Free,1719792000000,1751241600000,-39.31292114948874,176.4552155920949,Unknown
Perth toxic rodents March26,Whataroa-Perth - Localised Rat Removal area -1080,,Handlaying,Sodium fluoroacetate,Shared (detail in comments),1772582400000,1774915200000,-43.36846250969112,170.59343446303038,West Coast
Perth TX,Whataroa-Perth - Localised Rat Removal area -1080,,Aerial,Sodium fluoroacetate,Shared (detail in comments),1747612800000,1753920000000,-43.351410990341975,170.52416163786796,West Coast
PFTK Cyanide Bait Station Cyanara50,PF Te Kinga 2025_26,,Bait stations,Cyanide,Council,1769990400000,1782777600000,-42.673586383175,171.516070489624,West Coast
PFTK Cyanide Bait Station Trappers Paste,PF Te Kinga 2025_26,,Bait stations,Cyanide,Council,1769990400000,1782777600000,-42.673586383175,171.516070489624,West Coast
PFTK Hand Lay 1080,PF Te Kinga 2025_26,,Handlaying,Sodium fluoroacetate,Council,1769990400000,1782777600000,-42.673586383175,171.516070489624,West Coast
PFWH  Bream Head,Possum Free Whangarei Heads,,Bait stations,Sodium fluoroacetate,Council,1721779200000,1723593600000,-35.85484730341562,174.57531475474715,Northland
PFWH Kauri Mountain 1080,Possum Free Whangarei Heads,,Bait stations,Sodium fluoroacetate,Council,1750032000000,1751241600000,-35.76819610757525,174.538823091204,Northland
PFWH Kauri Mountain Brodifacoum,Possum Free Whangarei Heads,,Bait stations,Brodifacoum,Council,1764028800000,1772323200000,-35.76819610757525,174.538823091204,Northland
PFWH Kauri Mountain Feratox,Possum Free Whangarei Heads,,Bait stations,Cyanide,Council,1759449600000,1760918400000,-35.76819610757525,174.538823091204,Northland
PFWH Ocean Beach 1080,Possum Free Whangarei Heads,,Bait stations,Sodium fluoroacetate,Council,1749427200000,1751241600000,-35.81371702585395,174.55964371081322,Northland
Pikiariki Pindone (Pindone pellets) Bait stations #116,Waipapa-Pikiariki-Pukeokahu ground rat control 2025-2027,,Bait stations,Pindone,DOC,1758499200000,1814313600000,-38.511060758358305,175.56927421962806,Waikato
Pindone BS 2023-2026,A'Deanes Bush Rodent Control 2023-2026,,Bait stations,Pindone,Trust,1701388800000,1782777600000,-39.92996214591793,176.30138779724788,Wellington
Pindone Cereal BS 2023-24,Boundary Stream Rat Control 2023-24,,Bait stations,Pindone,DOC,1700611200000,1730332800000,-39.10353546331188,176.83551294334407,East Coast
Piopio East Bush WRC 1080 Bait Station,Piopio East Bush WRC PPCA 2025,,Bait stations,Sodium fluoroacetate,Council,1743120000000,1771804800000,-38.5646656985941,175.06039618460204,Waikato
Piopio East Bush WRC Aerial 1080,Piopio East Bush WRC PPCA 2025,,Aerial,Sodium fluoroacetate,Council,1743120000000,1771804800000,-38.5646656985941,175.06039618460204,Waikato
Piopio East Bush WRC PPCA 2025,Piopio East Bush WRC PPCA 2025,,Handlaying,Sodium fluoroacetate,Council,1743120000000,1771804800000,-38.5646656985941,175.06039618460204,Waikato
Pirongia-Te Kauri rat control 2025-26,Pirongia-Te Kauri rat control 2025-26,,Aerial,Sodium fluoroacetate,DOC,1762300800000,1762387200000,-37.997675920426865,175.05238824263628,Waikato
Pirongia Ditrac rat and possum #61,Pirongia ground rat and possum control 2025,,Bait stations,Diphacinone,DOC,1761264000000,1766448000000,-37.97889266841535,175.144746698106,Waikato
Pirongia Double tap rat and possum  #144,Pirongia ground rat and possum control 2025,,Bait stations,Diphacinone + Cholecalciferol,DOC,1761264000000,1777507200000,-37.97889266841535,175.144746698106,Waikato
Pirongia Waipa possum Cyanara #79,Possum control Pirongia North and Waipa Puniu II PPCA 2025,,Bait stations,Cyanide,Council,1762387200000,1793404800000,-37.884318916748775,174.98688091791544,Waikato
Pirongia Waipa possum Decal #114,Possum control Pirongia North and Waipa Puniu II PPCA 2025,,Bait stations,Cholecalciferol,Council,1762387200000,1793404800000,-37.884318916748775,174.98688091791544,Waikato
Pirongia Waipa possum DoubleTap #144,Possum control Pirongia North and Waipa Puniu II PPCA 2025,,Bait stations,Diphacinone + Cholecalciferol,Council,1762387200000,1793404800000,-37.92777754300948,175.06703414480015,Waikato
Pirongia Waipa possum Feracol #82,Possum control Pirongia North and Waipa Puniu II PPCA 2025,,Bait bags,Cholecalciferol,Council,1762387200000,1793404800000,-37.884318916748775,174.98688091791544,Waikato
Pirongia Waipa possum Feratox #18,Possum control Pirongia North and Waipa Puniu II PPCA 2025,,Bait stations,Cyanide,Council,1762387200000,1793404800000,-37.884318916748775,174.98688091791544,Waikato
Pirongia Waipa possum Feratox #19,Possum control Pirongia North and Waipa Puniu II PPCA 2025,,Bait bags,Cyanide,Council,1762387200000,1793404800000,-37.884318916748775,174.98688091791544,Waikato
Pohatu_brodi_block,Pohatu_Treatment_area,,Bait stations,Brodifacoum,Trust,1762732800000,1770595200000,-43.87349714534668,173.01595880678207,Unknown
Pohatu_Feratox_block,Pohatu_Treatment_area,,Bait bags,Cyanide,Trust,1762732800000,1770595200000,-43.87349714534668,173.01595880678207,Unknown
