key,species,genus,family,order,vernacularName,decimalLatitude,decimalLongitude,stateProvince,locality,year,month,day,individualCount,occurrenceStatus,datasetName,recordedBy,basisOfRecord
5938173821,Platalea regia,Platalea,Threskiornithidae,Pelecaniformes,Royal Spoonbill,-39.476058,176.876755,Hawke's Bay,,2026,1,4,,PRESENT,iNaturalist research-grade observations,benmayson,HUMAN_OBSERVATION
5938175152,Petroica australis,Petroica,Petroicidae,Passeriformes,New Zealand Robin,-42.304446,172.291436,West Coast,,2026,1,2,,PRESENT,iNaturalist research-grade observations,davidanderson,HUMAN_OBSERVATION
5938176225,Platycercus eximius,Platycercus,Psittacidae,Psittaciformes,Eastern Rosella,-36.943272,174.89366,Auckland,,2026,1,1,,PRESENT,iNaturalist research-grade observations,Wilhelm Joshua Tan,HUMAN_OBSERVATION
5938176282,Spilopelia chinensis,Spilopelia,Columbidae,Columbiformes,Eastern Spotted Dove,-36.943272,174.89366,Auckland,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Wilhelm Joshua Tan,HUMAN_OBSERVATION
5938177398,Zosterops lateralis,Zosterops,Zosteropidae,Passeriformes,Silver-eye,-36.805567,174.784663,Auckland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,SWALLOW,HUMAN_OBSERVATION
5938180138,Phalacrocorax punctatus,Phalacrocorax,Phalacrocoracidae,Suliformes,Blue Shag,-41.285035,174.779383,Wellington,,2026,1,5,,PRESENT,iNaturalist research-grade observations,robert,HUMAN_OBSERVATION
5938180175,,Anarhynchus,Charadriidae,Charadriiformes,,-40.873674,175.003609,Wellington,,2026,1,2,,PRESENT,iNaturalist research-grade observations,scottynz,HUMAN_OBSERVATION
5938180253,Carduelis carduelis,Carduelis,Fringillidae,Passeriformes,Cadernera,-36.709215,174.662113,Auckland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,snowy-sun,HUMAN_OBSERVATION
5938180461,Prosthemadera novaeseelandiae,Prosthemadera,Meliphagidae,Passeriformes,Tui,-44.810985,168.128073,Southland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,Harry_Cooper,HUMAN_OBSERVATION
5938180533,Rhipidura fuliginosa,Rhipidura,Rhipiduridae,Passeriformes,New Zealand Fantail,-36.919886,174.651196,Auckland,,2026,1,4,,PRESENT,iNaturalist research-grade observations,prosperosity,HUMAN_OBSERVATION
5938180749,Branta canadensis,Branta,Anatidae,Anseriformes,Canada Goose,-41.232835,174.897323,Wellington,,2026,1,5,,PRESENT,iNaturalist research-grade observations,kiwialli,HUMAN_OBSERVATION
5938181420,Chroicocephalus novaehollandiae,Chroicocephalus,Laridae,Charadriiformes,Silver Gull,-36.73782,174.755508,Auckland,,2026,1,1,,PRESENT,iNaturalist research-grade observations,William T,HUMAN_OBSERVATION
5938181653,Petroica australis,Petroica,Petroicidae,Passeriformes,New Zealand Robin,-41.291476,174.755363,Wellington,,2026,1,3,,PRESENT,iNaturalist research-grade observations,henry_marshall,HUMAN_OBSERVATION
5938183796,Passer domesticus,Passer,Passeridae,Passeriformes,Adar y To,-38.13571,176.245741,Bay of Plenty,,2026,1,4,,PRESENT,iNaturalist research-grade observations,V Stokes,HUMAN_OBSERVATION
5938184958,Synoicus ypsilophorus,Synoicus,Phasianidae,Galliformes,Brown Quail,-36.787778,174.858138,Auckland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,dandowning,HUMAN_OBSERVATION
5938185584,Himantopus leucocephalus,Himantopus,Recurvirostridae,Charadriiformes,Pied Stilt,-45.604428,170.675267,Otago,,2026,1,1,,PRESENT,iNaturalist research-grade observations,cwlonie6626,HUMAN_OBSERVATION
5938185906,Himantopus leucocephalus,Himantopus,Recurvirostridae,Charadriiformes,Pied Stilt,-38.05953,176.360082,Bay of Plenty,,2026,1,4,,PRESENT,iNaturalist research-grade observations,greenbead,HUMAN_OBSERVATION
5938186116,,Anas,Anatidae,Anseriformes,,-38.70468,176.087052,Waikato,,2026,1,2,,PRESENT,iNaturalist research-grade observations,milapower,HUMAN_OBSERVATION
5938186366,Haematopus unicolor,Haematopus,Haematopodidae,Charadriiformes,Variable Oystercatcher,-39.098556,173.977343,Taranaki,,2026,1,3,,PRESENT,iNaturalist research-grade observations,Eve Cozzi,HUMAN_OBSERVATION
5938186413,Morus serrator,Morus,Sulidae,Suliformes,Australasian Gannet,-39.645725,177.091095,Hawke's Bay,,2026,1,3,,PRESENT,iNaturalist research-grade observations,peresol,HUMAN_OBSERVATION
5938187260,Phalacrocorax varius,Phalacrocorax,Phalacrocoracidae,Suliformes,Australian Pied Cormorant,-45.620963,170.645312,Otago,,2026,1,1,,PRESENT,iNaturalist research-grade observations,cwlonie6626,HUMAN_OBSERVATION
5938188168,Urodynamis taitensis,Urodynamis,Cuculidae,Cuculiformes,Long-tailed Cuckoo,-39.212823,174.042244,Taranaki,,2026,1,5,,PRESENT,iNaturalist research-grade observations,Simon Nicholas,HUMAN_OBSERVATION
5938190366,Larus dominicanus,Larus,Laridae,Charadriiformes,Dominican gull,-36.805416,174.784419,Auckland,,2026,1,2,,PRESENT,iNaturalist research-grade observations,SWALLOW,HUMAN_OBSERVATION
5938190532,Hemiphaga novaeseelandiae,Hemiphaga,Columbidae,Columbiformes,New Zealand Pigeon,-41.294469,174.79647,Wellington,,2026,1,3,,PRESENT,iNaturalist research-grade observations,kiwialli,HUMAN_OBSERVATION
5938190556,Haematopus unicolor,Haematopus,Haematopodidae,Charadriiformes,Variable Oystercatcher,-36.603172,174.88745,Auckland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,kateboersma,HUMAN_OBSERVATION
5938191955,Chrysococcyx lucidus,Chrysococcyx,Cuculidae,Cuculiformes,Shining Bronze Cuckoo,-41.297655,174.745408,Wellington,,2026,1,4,,PRESENT,iNaturalist research-grade observations,Dougal Townsend,HUMAN_OBSERVATION
5938192968,Coenocorypha aucklandica,Coenocorypha,Scolopacidae,Charadriiformes,Auckland Snipe,-50.4879,166.306655,Southland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,Darcy,HUMAN_OBSERVATION
5938193012,Chlidonias leucopterus,Chlidonias,Laridae,Charadriiformes,Baltsparnu zirinš,-43.86829,172.300911,Canterbury,,2026,1,4,,PRESENT,iNaturalist research-grade observations,iancoull,HUMAN_OBSERVATION
5938195319,Petroica australis,Petroica,Petroicidae,Passeriformes,New Zealand Robin,-36.60124,174.889362,Auckland,,2026,1,5,,PRESENT,iNaturalist research-grade observations,mothshark,HUMAN_OBSERVATION
5938195417,Hirundo neoxena,Hirundo,Hirundinidae,Passeriformes,Welcome Swallow,-36.943272,174.89366,Auckland,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Wilhelm Joshua Tan,HUMAN_OBSERVATION
5938195560,Puffinus gavia,Puffinus,Procellariidae,Procellariiformes,Black-vented or Fluttering Shearwater,-41.169175,174.158478,Marlborough,,2026,1,3,,PRESENT,iNaturalist research-grade observations,Squirrellychops,HUMAN_OBSERVATION
5938196678,Prosthemadera novaeseelandiae,Prosthemadera,Meliphagidae,Passeriformes,Tui,-36.943272,174.89366,Auckland,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Wilhelm Joshua Tan,HUMAN_OBSERVATION
5938197009,Cygnus atratus,Cygnus,Anatidae,Anseriformes,Black Swan,-38.70468,176.087052,Waikato,,2026,1,2,,PRESENT,iNaturalist research-grade observations,milapower,HUMAN_OBSERVATION
5938198441,Spilopelia chinensis,Spilopelia,Columbidae,Columbiformes,Eastern Spotted Dove,-36.863409,174.721918,Auckland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,Jesse Saofia,HUMAN_OBSERVATION
5938199039,Microcarbo melanoleucos,Microcarbo,Phalacrocoracidae,Suliformes,Little Pied Cormorant,-40.870602,175.012269,Wellington,,2026,1,2,,PRESENT,iNaturalist research-grade observations,scottynz,HUMAN_OBSERVATION
5938199611,Platalea regia,Platalea,Threskiornithidae,Pelecaniformes,Royal Spoonbill,-44.415945,171.26317,Canterbury,,2026,1,2,,PRESENT,iNaturalist research-grade observations,cfauth77,HUMAN_OBSERVATION
5938200508,Turdus merula,Turdus,Turdidae,Passeriformes,Blackbird,-36.805607,174.78467,Auckland,,2026,1,1,,PRESENT,iNaturalist research-grade observations,SWALLOW,HUMAN_OBSERVATION
5938201081,Eudyptula minor,Eudyptula,Spheniscidae,Sphenisciformes,Blue Penguin,-41.19872,173.33072,Nelson,,2026,1,3,,PRESENT,iNaturalist research-grade observations,tess12345,HUMAN_OBSERVATION
5938201456,Tadorna variegata,Tadorna,Anatidae,Anseriformes,Paradise Shelduck,-43.529948,172.617789,Canterbury,,2026,1,5,,PRESENT,iNaturalist research-grade observations,luna1351,HUMAN_OBSERVATION
5938201660,Platalea regia,Platalea,Threskiornithidae,Pelecaniformes,Royal Spoonbill,-43.514243,172.726214,Canterbury,,2026,1,3,,PRESENT,iNaturalist research-grade observations,iancoull,HUMAN_OBSERVATION
5938201907,Egretta novaehollandiae,Egretta,Ardeidae,Pelecaniformes,White-faced Heron,-43.516477,172.726656,Canterbury,,2026,1,3,,PRESENT,iNaturalist research-grade observations,iancoull,HUMAN_OBSERVATION
5938202092,Todiramphus sanctus,Todiramphus,Alcedinidae,Coraciiformes,Sacred Kingfisher,-43.294489,171.928091,Canterbury,,2026,1,6,,PRESENT,iNaturalist research-grade observations,Ben Weatherley,HUMAN_OBSERVATION
5938202176,Ninox novaeseelandiae,Ninox,Strigidae,Strigiformes,Morepork,-38.745914,175.729944,Waikato,,2026,1,5,,PRESENT,iNaturalist research-grade observations,Maxwell Singers,HUMAN_OBSERVATION
5938203367,Sterna striata,Sterna,Laridae,Charadriiformes,Black-naped Tern,-39.301467,176.975922,Hawke's Bay,,2026,1,2,,PRESENT,iNaturalist research-grade observations,theforestexplorer,HUMAN_OBSERVATION
5938204758,Porphyrio melanotus,Porphyrio,Rallidae,Gruiformes,Australasian Swamphen,-43.485116,172.697533,Canterbury,,2026,1,4,,PRESENT,iNaturalist research-grade observations,William Harland,HUMAN_OBSERVATION
5938206682,Nycticorax caledonicus,Nycticorax,Ardeidae,Pelecaniformes,Nankeen Night Heron,-39.912498,175.035934,Manawatu-Wanganui,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Mark Newton,HUMAN_OBSERVATION
5938208235,Vanellus miles,Vanellus,Charadriidae,Charadriiformes,Masked Lapwing,-36.888252,174.77598,Auckland,,2026,1,2,,PRESENT,iNaturalist research-grade observations,quouar,HUMAN_OBSERVATION
5938208904,Apteryx mantelli,Apteryx,Apterygidae,Apterygiformes,Brown kiwi,-39.454018,174.410614,Taranaki,,2026,1,3,,PRESENT,iNaturalist research-grade observations,Adrian de Groot,HUMAN_OBSERVATION
5938209385,Gallirallus australis,Gallirallus,Rallidae,Gruiformes,Weka,-40.991193,173.007922,Nelson,,2026,1,1,,PRESENT,iNaturalist research-grade observations,katyjanew,HUMAN_OBSERVATION
5938210499,Hemiphaga novaeseelandiae,Hemiphaga,Columbidae,Columbiformes,New Zealand Pigeon,-46.896073,168.126826,Southland,,2026,1,6,,PRESENT,iNaturalist research-grade observations,daniel_heald,HUMAN_OBSERVATION
5938210722,Chroicocephalus novaehollandiae,Chroicocephalus,Laridae,Charadriiformes,Silver Gull,-41.2251,173.2416,Nelson,,2026,1,4,,PRESENT,iNaturalist research-grade observations,Andrew Nevin,HUMAN_OBSERVATION
5938210949,Hemiphaga novaeseelandiae,Hemiphaga,Columbidae,Columbiformes,New Zealand Pigeon,-43.879205,169.042557,West Coast,,2026,1,5,,PRESENT,iNaturalist research-grade observations,tiaberro,HUMAN_OBSERVATION
5938211763,Himantopus leucocephalus,Himantopus,Recurvirostridae,Charadriiformes,Pied Stilt,-43.293333,171.708333,Canterbury,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Marley,HUMAN_OBSERVATION
5938212358,Platalea regia,Platalea,Threskiornithidae,Pelecaniformes,Royal Spoonbill,-45.854034,170.574231,Otago,,2026,1,3,,PRESENT,iNaturalist research-grade observations,killers,HUMAN_OBSERVATION
5938213198,Chroicocephalus novaehollandiae,Chroicocephalus,Laridae,Charadriiformes,Silver Gull,-45.818127,170.626888,Otago,,2026,1,1,,PRESENT,iNaturalist research-grade observations,Alfie Benbow,HUMAN_OBSERVATION
5938213570,Petroica australis,Petroica,Petroicidae,Passeriformes,New Zealand Robin,-41.811779,172.859519,Nelson,,2026,1,5,,PRESENT,iNaturalist research-grade observations,rustling_leaves,HUMAN_OBSERVATION
5938214049,Puffinus assimilis,Puffinus,Procellariidae,Procellariiformes,Little Shearwater,-36.012456,174.494461,Northland,,2026,1,1,,PRESENT,iNaturalist research-grade observations,Joseph Knight,HUMAN_OBSERVATION
5938214555,,Thinornis,Charadriidae,Charadriiformes,,-40.857523,175.02979,Wellington,,2026,1,1,,PRESENT,iNaturalist research-grade observations,Andy McKay,HUMAN_OBSERVATION
5938214961,Petroica macrocephala,Petroica,Petroicidae,Passeriformes,New Zealand Tomtit,-38.155057,176.274494,Bay of Plenty,,2026,1,3,,PRESENT,iNaturalist research-grade observations,greenbead,HUMAN_OBSERVATION
5938214962,Hemiphaga novaeseelandiae,Hemiphaga,Columbidae,Columbiformes,New Zealand Pigeon,-36.60622,174.896728,Auckland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,kateboersma,HUMAN_OBSERVATION
5938215244,Sterna hirundo,Sterna,Laridae,Charadriiformes,Booby,-36.138048,174.021607,Northland,,2026,1,4,,PRESENT,iNaturalist research-grade observations,Tom,HUMAN_OBSERVATION
5938217091,Spilopelia chinensis,Spilopelia,Columbidae,Columbiformes,Eastern Spotted Dove,-36.943272,174.89366,Auckland,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Wilhelm Joshua Tan,HUMAN_OBSERVATION
5938217165,Prunella modularis,Prunella,Prunellidae,Passeriformes,Dunnock,-39.202218,175.557846,Manawatu-Wanganui,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Michael Berardozzi,HUMAN_OBSERVATION
5938217393,Petroica macrocephala,Petroica,Petroicidae,Passeriformes,New Zealand Tomtit,-38.680598,176.684002,Bay of Plenty,,2026,1,1,,PRESENT,iNaturalist research-grade observations,John Barnett,HUMAN_OBSERVATION
5938218567,Tadorna variegata,Tadorna,Anatidae,Anseriformes,Paradise Shelduck,-40.508755,172.670766,Nelson,,2026,1,4,,PRESENT,iNaturalist research-grade observations,Sam Moynan,HUMAN_OBSERVATION
5938220583,Hemiphaga novaeseelandiae,Hemiphaga,Columbidae,Columbiformes,New Zealand Pigeon,-46.578688,169.219263,Otago,,2026,1,1,,PRESENT,iNaturalist research-grade observations,Timo Walcher,HUMAN_OBSERVATION
5938220649,Hymenolaimus malacorhynchos,Hymenolaimus,Anatidae,Anseriformes,Blue Duck,-38.715341,176.71114,Bay of Plenty,,2026,1,2,,PRESENT,iNaturalist research-grade observations,chanel05,HUMAN_OBSERVATION
5938221590,Anthornis melanura,Anthornis,Meliphagidae,Passeriformes,Bellbird,-43.579655,172.633209,Canterbury,,2026,1,1,,PRESENT,iNaturalist research-grade observations,Jon Sullivan,HUMAN_OBSERVATION
5938221996,Morus serrator,Morus,Sulidae,Suliformes,Australasian Gannet,-36.832567,174.424469,Auckland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,Vish,HUMAN_OBSERVATION
5938222459,Himantopus leucocephalus,Himantopus,Recurvirostridae,Charadriiformes,Pied Stilt,-45.742355,168.43103,Southland,,2026,1,2,,PRESENT,iNaturalist research-grade observations,lauren-co,HUMAN_OBSERVATION
5938224040,Onychoprion fuscatus,Onychoprion,Laridae,Charadriiformes,Egg bird,-36.839097,174.758562,Auckland,,2026,1,5,,PRESENT,iNaturalist research-grade observations,blackbird17,HUMAN_OBSERVATION
5938224049,Megalurus punctatus,Megalurus,Locustellidae,Passeriformes,Fernbird,-39.052091,177.839393,Hawke's Bay,,2026,1,1,,PRESENT,iNaturalist research-grade observations,M Rutherford,HUMAN_OBSERVATION
5938224276,Himantopus leucocephalus,Himantopus,Recurvirostridae,Charadriiformes,Pied Stilt,-45.865778,170.661405,Otago,,2026,1,4,,PRESENT,iNaturalist research-grade observations,moira_parker,HUMAN_OBSERVATION
5938227038,Gallirallus australis,Gallirallus,Rallidae,Gruiformes,Weka,-42.959488,171.0139,West Coast,,2026,1,4,,PRESENT,iNaturalist research-grade observations,Andrea Perez,HUMAN_OBSERVATION
5938227641,Tadorna variegata,Tadorna,Anatidae,Anseriformes,Paradise Shelduck,-43.575133,172.594911,Canterbury,,2026,1,5,,PRESENT,iNaturalist research-grade observations,D. J. King,HUMAN_OBSERVATION
5938227710,Chrysococcyx lucidus,Chrysococcyx,Cuculidae,Cuculiformes,Shining Bronze Cuckoo,-36.73812,175.50366,Waikato,,2026,1,5,,PRESENT,iNaturalist research-grade observations,chrystal1914,HUMAN_OBSERVATION
5938228614,Prosthemadera novaeseelandiae,Prosthemadera,Meliphagidae,Passeriformes,Tui,-36.866672,174.72287,Auckland,,2026,1,4,,PRESENT,iNaturalist research-grade observations,blackbird17,HUMAN_OBSERVATION
5938228617,Pterodroma cookii,Pterodroma,Procellariidae,Procellariiformes,Cook's Petrel,-46.744342,168.266868,,,2026,1,5,,PRESENT,iNaturalist research-grade observations,Eric Cameron,HUMAN_OBSERVATION
5938233054,Turdus merula,Turdus,Turdidae,Passeriformes,Blackbird,-36.859882,174.762375,Auckland,,2026,1,1,,PRESENT,iNaturalist research-grade observations,greenbead,HUMAN_OBSERVATION
5938233743,Turdus merula,Turdus,Turdidae,Passeriformes,Blackbird,-36.992792,174.833789,Auckland,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Jesse Saofia,HUMAN_OBSERVATION
5938235249,Fringilla coelebs,Fringilla,Fringillidae,Passeriformes,Chaffinch,-44.815453,168.136392,Southland,,2026,1,1,,PRESENT,iNaturalist research-grade observations,zr0,HUMAN_OBSERVATION
5938235486,Tadorna variegata,Tadorna,Anatidae,Anseriformes,Paradise Shelduck,-45.856901,170.518498,Otago,,2026,1,2,,PRESENT,iNaturalist research-grade observations,John Barkla,HUMAN_OBSERVATION
5938235649,Gallirallus australis,Gallirallus,Rallidae,Gruiformes,Weka,-44.824878,168.117473,Southland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,Harry_Cooper,HUMAN_OBSERVATION
5938238555,Larus dominicanus,Larus,Laridae,Charadriiformes,Dominican gull,-40.9395,173.0889,Nelson,,2026,1,4,,PRESENT,iNaturalist research-grade observations,Andrew Nevin,HUMAN_OBSERVATION
5938239552,Petroica australis,Petroica,Petroicidae,Passeriformes,New Zealand Robin,-46.953217,168.153578,Southland,,2026,1,5,,PRESENT,iNaturalist research-grade observations,Connal E McLean,HUMAN_OBSERVATION
5938240037,,Anas,Anatidae,Anseriformes,,-36.54305,174.704377,Auckland,,2026,1,1,,PRESENT,iNaturalist research-grade observations,tiger_98,HUMAN_OBSERVATION
5938240357,Hemiphaga novaeseelandiae,Hemiphaga,Columbidae,Columbiformes,New Zealand Pigeon,-41.282696,174.768729,Wellington,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Nur Khoirinnisaa,HUMAN_OBSERVATION
5938241626,Anthornis melanura,Anthornis,Meliphagidae,Passeriformes,Bellbird,-46.6599,169.097472,Southland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,phealey,HUMAN_OBSERVATION
5938241823,Phalacrocorax punctatus,Phalacrocorax,Phalacrocoracidae,Suliformes,Blue Shag,-41.366263,174.20884,Marlborough,,2026,1,3,,PRESENT,iNaturalist research-grade observations,Mike Bowie,HUMAN_OBSERVATION
5938242038,Cygnus atratus,Cygnus,Anatidae,Anseriformes,Black Swan,-41.232862,174.897414,Wellington,,2026,1,5,,PRESENT,iNaturalist research-grade observations,kiwialli,HUMAN_OBSERVATION
5938242481,Zosterops lateralis,Zosterops,Zosteropidae,Passeriformes,Silver-eye,-37.795401,175.334608,Waikato,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Caiden B,HUMAN_OBSERVATION
5938243351,Puffinus gavia,Puffinus,Procellariidae,Procellariiformes,Black-vented or Fluttering Shearwater,-41.15,173.3382,Nelson,,2026,1,3,,PRESENT,iNaturalist research-grade observations,Andrew Nevin,HUMAN_OBSERVATION
5938243440,Prosthemadera novaeseelandiae,Prosthemadera,Meliphagidae,Passeriformes,Tui,-45.850367,170.534456,Otago,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Isabelle Soccioi,HUMAN_OBSERVATION
5938244903,Porphyrio melanotus,Porphyrio,Rallidae,Gruiformes,Australasian Swamphen,-36.943272,174.89366,Auckland,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Wilhelm Joshua Tan,HUMAN_OBSERVATION
5938244907,Himantopus leucocephalus,Himantopus,Recurvirostridae,Charadriiformes,Pied Stilt,-46.369945,169.780503,Otago,,2026,1,1,,PRESENT,iNaturalist research-grade observations,daniel_heald,HUMAN_OBSERVATION
5938244954,Egretta novaehollandiae,Egretta,Ardeidae,Pelecaniformes,White-faced Heron,-43.790711,172.96855,Canterbury,,2026,1,2,,PRESENT,iNaturalist research-grade observations,dario1948,HUMAN_OBSERVATION
5938246902,Nestor meridionalis,Nestor,Psittacidae,Psittaciformes,New Zealand Kaka,-36.939195,174.650748,Auckland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,prosperosity,HUMAN_OBSERVATION
5938248735,Anthus novaeseelandiae,Anthus,Motacillidae,Passeriformes,Australasian Pipit,-40.509844,172.654978,Nelson,,2026,1,4,,PRESENT,iNaturalist research-grade observations,Sam Moynan,HUMAN_OBSERVATION
5938249190,Circus approximans,Circus,Accipitridae,Accipitriformes,Australasian Harrier,-36.806629,174.606879,Auckland,,2026,1,4,,PRESENT,iNaturalist research-grade observations,Jesse Saofia,HUMAN_OBSERVATION
5938249281,Fringilla coelebs,Fringilla,Fringillidae,Passeriformes,Chaffinch,-42.525558,172.8289,Canterbury,,2026,1,6,,PRESENT,iNaturalist research-grade observations,Onjoli Tresadern,HUMAN_OBSERVATION
5938250007,Carduelis carduelis,Carduelis,Fringillidae,Passeriformes,Cadernera,-45.861062,170.519266,Otago,,2026,1,2,,PRESENT,iNaturalist research-grade observations,John Barkla,HUMAN_OBSERVATION
5938250039,Prosthemadera novaeseelandiae,Prosthemadera,Meliphagidae,Passeriformes,Tui,-44.673938,167.92595,Southland,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Brendan Murtha,HUMAN_OBSERVATION
5938254475,Prosthemadera novaeseelandiae,Prosthemadera,Meliphagidae,Passeriformes,Tui,-45.882371,170.39827,Otago,,2026,1,1,,PRESENT,iNaturalist research-grade observations,Alfie Benbow,HUMAN_OBSERVATION
5938254537,Prunella modularis,Prunella,Prunellidae,Passeriformes,Dunnock,-39.197465,175.593123,Manawatu-Wanganui,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Michael Berardozzi,HUMAN_OBSERVATION
5938254542,Todiramphus sanctus,Todiramphus,Alcedinidae,Coraciiformes,Sacred Kingfisher,-36.827263,174.89475,Auckland,,2026,1,2,,PRESENT,iNaturalist research-grade observations,jw_nz,HUMAN_OBSERVATION
5938255657,Cygnus atratus,Cygnus,Anatidae,Anseriformes,Black Swan,-45.604428,170.675267,Otago,,2026,1,1,,PRESENT,iNaturalist research-grade observations,cwlonie6626,HUMAN_OBSERVATION
5938256185,Passer domesticus,Passer,Passeridae,Passeriformes,Adar y To,-36.974664,174.96423,Auckland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,Scott,HUMAN_OBSERVATION
5938256558,Microcarbo melanoleucos,Microcarbo,Phalacrocoracidae,Suliformes,Little Pied Cormorant,-36.88062,174.867547,Auckland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,Shaun Lee,HUMAN_OBSERVATION
5938257109,Stercorarius antarcticus,Stercorarius,Stercorariidae,Charadriiformes,Antarctic skua,-50.488287,166.305938,Southland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,Darcy,HUMAN_OBSERVATION
5938258391,Anthus novaeseelandiae,Anthus,Motacillidae,Passeriformes,Australasian Pipit,-36.371712,174.840562,Auckland,,2026,1,1,,PRESENT,iNaturalist research-grade observations,Elsa Liu,HUMAN_OBSERVATION
5938259433,Chroicocephalus bulleri,Chroicocephalus,Laridae,Charadriiformes,Black-billed Gull,-44.6941,169.1344,Otago,,2026,1,5,,PRESENT,iNaturalist research-grade observations,謝麗霦,HUMAN_OBSERVATION
5938259524,Platalea regia,Platalea,Threskiornithidae,Pelecaniformes,Royal Spoonbill,-38.654089,178.01892,Gisborne,,2026,1,5,,PRESENT,iNaturalist research-grade observations,M Rutherford,HUMAN_OBSERVATION
5938259955,Tadorna variegata,Tadorna,Anatidae,Anseriformes,Paradise Shelduck,-43.528209,172.620107,Canterbury,,2026,1,5,,PRESENT,iNaturalist research-grade observations,Craig Getz,HUMAN_OBSERVATION
5938260599,Anas platyrhynchos,Anas,Anatidae,Anseriformes,Anec coll-verd,-43.529257,172.621987,Canterbury,,2026,1,2,,PRESENT,iNaturalist research-grade observations,henri_hubert,HUMAN_OBSERVATION
5938260649,Himantopus leucocephalus,Himantopus,Recurvirostridae,Charadriiformes,Pied Stilt,-40.27628,175.22295,Manawatu-Wanganui,,2026,1,1,,PRESENT,iNaturalist research-grade observations,Arnim Littek,HUMAN_OBSERVATION
5938260781,Haematopus unicolor,Haematopus,Haematopodidae,Charadriiformes,Variable Oystercatcher,-44.669709,167.921764,Southland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,Spencer Grogan,HUMAN_OBSERVATION
5938263646,Passer domesticus,Passer,Passeridae,Passeriformes,Adar y To,-36.770626,174.74102,Auckland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,SWALLOW,HUMAN_OBSERVATION
5938263694,Urodynamis taitensis,Urodynamis,Cuculidae,Cuculiformes,Long-tailed Cuckoo,-38.682312,176.099266,Waikato,,2026,1,3,,PRESENT,iNaturalist research-grade observations,milapower,HUMAN_OBSERVATION
5938264652,Hirundo neoxena,Hirundo,Hirundinidae,Passeriformes,Welcome Swallow,-36.827483,174.895941,Auckland,,2026,1,2,,PRESENT,iNaturalist research-grade observations,jw_nz,HUMAN_OBSERVATION
5938265743,Anas platyrhynchos,Anas,Anatidae,Anseriformes,Anec coll-verd,-43.532164,172.620283,Canterbury,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Jon Sullivan,HUMAN_OBSERVATION
5938266059,Microcarbo melanoleucos,Microcarbo,Phalacrocoracidae,Suliformes,Little Pied Cormorant,-38.200358,176.391514,Bay of Plenty,,2026,1,1,,PRESENT,iNaturalist research-grade observations,Wesley Webb,HUMAN_OBSERVATION
5938267493,Apteryx australis,Apteryx,Apterygidae,Apterygiformes,Brown Kiwi,-46.928637,168.130093,Southland,,2026,1,4,,PRESENT,iNaturalist research-grade observations,Micah V,HUMAN_OBSERVATION
5938269860,,Anarhynchus,Charadriidae,Charadriiformes,,-36.54211,174.707663,Auckland,,2026,1,1,,PRESENT,iNaturalist research-grade observations,tiger_98,HUMAN_OBSERVATION
5938271573,Falco novaeseelandiae,Falco,Falconidae,Falconiformes,New Zealand Falcon,-41.302971,174.788169,Wellington,,2026,1,3,,PRESENT,iNaturalist research-grade observations,kiwialli,HUMAN_OBSERVATION
5938271607,Synoicus ypsilophorus,Synoicus,Phasianidae,Galliformes,Brown Quail,-36.604755,174.888292,Auckland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,kateboersma,HUMAN_OBSERVATION
5938271714,Morus serrator,Morus,Sulidae,Suliformes,Australasian Gannet,-36.832517,174.424728,Auckland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,hopukiore,HUMAN_OBSERVATION
