key,species,genus,family,order,vernacularName,decimalLatitude,decimalLongitude,stateProvince,locality,year,month,day,individualCount,occurrenceStatus,datasetName,recordedBy,basisOfRecord
5938272752,Haematopus unicolor,Haematopus,Haematopodidae,Charadriiformes,Variable Oystercatcher,-36.833545,174.426392,Auckland,,2026,1,1,,PRESENT,iNaturalist research-grade observations,Lige,HUMAN_OBSERVATION
5938272821,Chroicocephalus novaehollandiae,Chroicocephalus,Laridae,Charadriiformes,Silver Gull,-41.330111,174.835689,Wellington,,2026,1,2,,PRESENT,iNaturalist research-grade observations,robert,HUMAN_OBSERVATION
5938272825,Zosterops lateralis,Zosterops,Zosteropidae,Passeriformes,Silver-eye,-36.805289,174.78472,Auckland,,2026,1,2,,PRESENT,iNaturalist research-grade observations,SWALLOW,HUMAN_OBSERVATION
5938272873,Rhipidura fuliginosa,Rhipidura,Rhipiduridae,Passeriformes,New Zealand Fantail,-36.828025,174.897165,Auckland,,2026,1,2,,PRESENT,iNaturalist research-grade observations,jw_nz,HUMAN_OBSERVATION
5938272905,Sturnus vulgaris,Sturnus,Sturnidae,Passeriformes,Common Starling,-36.992814,174.8343,Auckland,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Jesse Saofia,HUMAN_OBSERVATION
5938275110,Todiramphus sanctus,Todiramphus,Alcedinidae,Coraciiformes,Sacred Kingfisher,-43.539433,172.74237,Canterbury,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Gavin Kingsley,HUMAN_OBSERVATION
5938275189,Puffinus bulleri,Puffinus,Procellariidae,Procellariiformes,Buller's Shearwater,-41.39115,174.522219,,,2026,1,3,,PRESENT,iNaturalist research-grade observations,Mike Bowie,HUMAN_OBSERVATION
5938278869,Anthornis melanura,Anthornis,Meliphagidae,Passeriformes,Bellbird,-43.579655,172.633209,Canterbury,,2026,1,1,,PRESENT,iNaturalist research-grade observations,Jon Sullivan,HUMAN_OBSERVATION
5938279845,Platalea regia,Platalea,Threskiornithidae,Pelecaniformes,Royal Spoonbill,-43.709176,173.041671,Canterbury,,2026,1,5,,PRESENT,iNaturalist research-grade observations,Catherine Wards,HUMAN_OBSERVATION
5938279925,Hymenolaimus malacorhynchos,Hymenolaimus,Anatidae,Anseriformes,Blue Duck,-39.173645,176.4066,Hawke's Bay,,2026,1,1,,PRESENT,iNaturalist research-grade observations,joseal,HUMAN_OBSERVATION
5938280663,Puffinus gavia,Puffinus,Procellariidae,Procellariiformes,Black-vented or Fluttering Shearwater,-36.863288,175.022275,Auckland,,2026,1,5,,PRESENT,iNaturalist research-grade observations,Shaun Lee,HUMAN_OBSERVATION
5938283706,Eudyptes robustus,Eudyptes,Spheniscidae,Sphenisciformes,Snares Crested Penguin,-48.023594,166.610092,Southland,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Darcy,HUMAN_OBSERVATION
5938284557,Puffinus gavia,Puffinus,Procellariidae,Procellariiformes,Black-vented or Fluttering Shearwater,-36.023502,175.407898,Auckland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,Kizzie,HUMAN_OBSERVATION
5938284584,Egretta novaehollandiae,Egretta,Ardeidae,Pelecaniformes,White-faced Heron,-38.753358,177.070578,Hawke's Bay,,2026,1,2,,PRESENT,iNaturalist research-grade observations,gngrnts,HUMAN_OBSERVATION
5938285358,Cairina moschata,Cairina,Anatidae,Anseriformes,Muscovy Duck,-43.699663,172.411178,Canterbury,,2026,1,5,,PRESENT,iNaturalist research-grade observations,iancoull,HUMAN_OBSERVATION
5938285494,Petroica macrocephala,Petroica,Petroicidae,Passeriformes,New Zealand Tomtit,-50.50592,166.313888,Southland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,Darcy,HUMAN_OBSERVATION
5938287741,Petroica macrocephala,Petroica,Petroicidae,Passeriformes,New Zealand Tomtit,-39.202363,175.540246,Manawatu-Wanganui,,2026,1,1,,PRESENT,iNaturalist research-grade observations,Michael Berardozzi,HUMAN_OBSERVATION
5938287803,Prosthemadera novaeseelandiae,Prosthemadera,Meliphagidae,Passeriformes,Tui,-43.714914,169.225513,West Coast,,2026,1,1,,PRESENT,iNaturalist research-grade observations,alamettyr,HUMAN_OBSERVATION
5938288886,Petroica australis,Petroica,Petroicidae,Passeriformes,New Zealand Robin,-45.80045,167.511855,Southland,,2026,1,5,,PRESENT,iNaturalist research-grade observations,zr0,HUMAN_OBSERVATION
5938291392,Gallirallus australis,Gallirallus,Rallidae,Gruiformes,Weka,-37.981979,177.065149,Bay of Plenty,,2026,1,1,,PRESENT,iNaturalist research-grade observations,Jared_A,HUMAN_OBSERVATION
5938292793,,Anarhynchus,Charadriidae,Charadriiformes,,-36.615167,174.82823,Auckland,,2026,1,2,,PRESENT,iNaturalist research-grade observations,alexpimm,HUMAN_OBSERVATION
5938292803,Petroica australis,Petroica,Petroicidae,Passeriformes,New Zealand Robin,-37.878001,175.91155,Waikato,,2026,1,2,,PRESENT,iNaturalist research-grade observations,stephen-ao,HUMAN_OBSERVATION
5938293632,Turdus merula,Turdus,Turdidae,Passeriformes,Blackbird,-36.909433,174.964447,Auckland,,2026,1,1,,PRESENT,iNaturalist research-grade observations,littlecrowinahat,HUMAN_OBSERVATION
5938297812,Ninox novaeseelandiae,Ninox,Strigidae,Strigiformes,Morepork,-41.303532,174.749851,Wellington,,2026,1,4,,PRESENT,iNaturalist research-grade observations,Richard Littauer,HUMAN_OBSERVATION
5938297901,Cygnus atratus,Cygnus,Anatidae,Anseriformes,Black Swan,-40.508851,172.670807,Nelson,,2026,1,4,,PRESENT,iNaturalist research-grade observations,Sam Moynan,HUMAN_OBSERVATION
5938298852,Petroica australis,Petroica,Petroicidae,Passeriformes,New Zealand Robin,-44.712312,168.273839,Otago,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Harry_Cooper,HUMAN_OBSERVATION
5938305170,Porphyrio melanotus,Porphyrio,Rallidae,Gruiformes,Australasian Swamphen,-43.487534,172.696806,Canterbury,,2026,1,4,,PRESENT,iNaturalist research-grade observations,William Harland,HUMAN_OBSERVATION
5938305183,Tadorna variegata,Tadorna,Anatidae,Anseriformes,Paradise Shelduck,-40.508893,172.670855,Nelson,,2026,1,4,,PRESENT,iNaturalist research-grade observations,Sam Moynan,HUMAN_OBSERVATION
5938305984,Todiramphus sanctus,Todiramphus,Alcedinidae,Coraciiformes,Sacred Kingfisher,-45.823323,170.717939,Otago,,2026,1,1,,PRESENT,iNaturalist research-grade observations,splish,HUMAN_OBSERVATION
5938306651,Gymnorhina tibicen,Gymnorhina,Cracticidae,Passeriformes,Australian Magpie,-36.802404,174.789184,Auckland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,SWALLOW,HUMAN_OBSERVATION
5938307048,Carduelis carduelis,Carduelis,Fringillidae,Passeriformes,Cadernera,-43.571219,172.591262,Canterbury,,2026,1,5,,PRESENT,iNaturalist research-grade observations,D. J. King,HUMAN_OBSERVATION
5938307067,Cygnus atratus,Cygnus,Anatidae,Anseriformes,Black Swan,-45.821151,170.607326,Otago,,2026,1,5,,PRESENT,iNaturalist research-grade observations,John Barkla,HUMAN_OBSERVATION
5938309631,Himantopus novaezelandiae,Himantopus,Recurvirostridae,Charadriiformes,Black Stilt,-43.840589,170.440574,Canterbury,,2026,1,1,,PRESENT,iNaturalist research-grade observations,Joey Negreann,HUMAN_OBSERVATION
5938309936,Thalassarche salvini,Thalassarche,Diomedeidae,Procellariiformes,Salvin's Albatross,-41.39115,174.522219,,,2026,1,3,,PRESENT,iNaturalist research-grade observations,Mike Bowie,HUMAN_OBSERVATION
5938310249,Anthornis melanura,Anthornis,Meliphagidae,Passeriformes,Bellbird,-41.630796,171.867633,West Coast,,2026,1,6,,PRESENT,iNaturalist research-grade observations,craig wilson,HUMAN_OBSERVATION
5938311536,Himantopus leucocephalus,Himantopus,Recurvirostridae,Charadriiformes,Pied Stilt,-39.476137,176.876738,Hawke's Bay,,2026,1,4,,PRESENT,iNaturalist research-grade observations,benmayson,HUMAN_OBSERVATION
5938311808,Prosthemadera novaeseelandiae,Prosthemadera,Meliphagidae,Passeriformes,Tui,-41.16311,172.993945,Nelson,,2026,1,3,,PRESENT,iNaturalist research-grade observations,harrylurling,HUMAN_OBSERVATION
5938311880,Gallirallus australis,Gallirallus,Rallidae,Gruiformes,Weka,-40.862317,173.025847,Nelson,,2026,1,5,,PRESENT,iNaturalist research-grade observations,tessaroselliparrot,HUMAN_OBSERVATION
5938312307,Zosterops lateralis,Zosterops,Zosteropidae,Passeriformes,Silver-eye,-35.71244,174.312672,Northland,,2026,1,4,,PRESENT,iNaturalist research-grade observations,Squid Wizard,HUMAN_OBSERVATION
5938313869,Emberiza citrinella,Emberiza,Emberizidae,Passeriformes,Eurasian Yellow Bunting,-40.510198,172.673689,Nelson,,2026,1,4,,PRESENT,iNaturalist research-grade observations,Sam Moynan,HUMAN_OBSERVATION
5938313897,Chlidonias albostriatus,Chlidonias,Laridae,Charadriiformes,Black-fronted Tern,-46.067533,168.310564,Southland,,2026,1,5,,PRESENT,iNaturalist research-grade observations,rodger_edwards,HUMAN_OBSERVATION
5938316162,Spilopelia chinensis,Spilopelia,Columbidae,Columbiformes,Eastern Spotted Dove,-36.943272,174.89366,Auckland,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Wilhelm Joshua Tan,HUMAN_OBSERVATION
5938318039,Haematopus unicolor,Haematopus,Haematopodidae,Charadriiformes,Variable Oystercatcher,-44.053783,171.801072,Canterbury,,2026,1,1,,PRESENT,iNaturalist research-grade observations,Joey Negreann,HUMAN_OBSERVATION
5938318395,Haematopus unicolor,Haematopus,Haematopodidae,Charadriiformes,Variable Oystercatcher,-36.01835,174.498825,Northland,,2026,1,1,,PRESENT,iNaturalist research-grade observations,Joseph Knight,HUMAN_OBSERVATION
5938318637,Microcarbo melanoleucos,Microcarbo,Phalacrocoracidae,Suliformes,Little Pied Cormorant,-43.529058,172.620461,Canterbury,,2026,1,4,,PRESENT,iNaturalist research-grade observations,bugman-nz,HUMAN_OBSERVATION
5938318747,Branta canadensis,Branta,Anatidae,Anseriformes,Canada Goose,-43.531774,172.625355,Canterbury,,2026,1,1,,PRESENT,iNaturalist research-grade observations,hanabiii,HUMAN_OBSERVATION
5938318755,Puffinus tenuirostris,Puffinus,Procellariidae,Procellariiformes,Short-Tailed Shearwater,-36.018372,174.498931,Northland,,2026,1,1,,PRESENT,iNaturalist research-grade observations,Joseph Knight,HUMAN_OBSERVATION
5938320204,Callaeas cinereus,Callaeas,Callaeatidae,Passeriformes,Kokako,-36.60124,174.889362,Auckland,,2026,1,5,,PRESENT,iNaturalist research-grade observations,mothshark,HUMAN_OBSERVATION
5938320206,Porphyrio melanotus,Porphyrio,Rallidae,Gruiformes,Australasian Swamphen,-37.859308,175.679908,Waikato,,2026,1,5,,PRESENT,iNaturalist research-grade observations,lkap,HUMAN_OBSERVATION
5938321031,Diomedea epomophora,Diomedea,Diomedeidae,Procellariiformes,Royal Albatross,-50.498832,166.293889,Southland,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Margie,HUMAN_OBSERVATION
5938321492,Chroicocephalus novaehollandiae,Chroicocephalus,Laridae,Charadriiformes,Silver Gull,-37.686458,176.230775,Bay of Plenty,,2026,1,3,,PRESENT,iNaturalist research-grade observations,mark_smale,HUMAN_OBSERVATION
5938324243,Himantopus leucocephalus,Himantopus,Recurvirostridae,Charadriiformes,Pied Stilt,-43.462555,172.715103,Canterbury,,2026,1,5,,PRESENT,iNaturalist research-grade observations,Greg Taylor,HUMAN_OBSERVATION
5938324292,Porphyrio melanotus,Porphyrio,Rallidae,Gruiformes,Australasian Swamphen,-36.86552,174.721895,Auckland,,2026,1,4,,PRESENT,iNaturalist research-grade observations,blackbird17,HUMAN_OBSERVATION
5938325937,Chroicocephalus novaehollandiae,Chroicocephalus,Laridae,Charadriiformes,Silver Gull,-39.639,177.068121,Hawke's Bay,,2026,1,2,,PRESENT,iNaturalist research-grade observations,jrecloux,HUMAN_OBSERVATION
5938326247,Todiramphus sanctus,Todiramphus,Alcedinidae,Coraciiformes,Sacred Kingfisher,-36.830784,174.594937,Auckland,,2026,1,5,,PRESENT,iNaturalist research-grade observations,Rebecca Gardner,HUMAN_OBSERVATION
5938327384,Gallirallus australis,Gallirallus,Rallidae,Gruiformes,Weka,-41.863875,171.782013,West Coast,,2026,1,4,,PRESENT,iNaturalist research-grade observations,Andrea Perez,HUMAN_OBSERVATION
5938327412,Chroicocephalus bulleri,Chroicocephalus,Laridae,Charadriiformes,Black-billed Gull,-41.806314,172.844296,Nelson,,2026,1,4,,PRESENT,iNaturalist research-grade observations,rustling_leaves,HUMAN_OBSERVATION
5938331154,Turdus philomelos,Turdus,Turdidae,Passeriformes,(drozd) śpiewak,-38.664404,176.081609,Waikato,,2026,1,4,,PRESENT,iNaturalist research-grade observations,V Stokes,HUMAN_OBSERVATION
5938331160,Anthornis melanura,Anthornis,Meliphagidae,Passeriformes,Bellbird,-41.630764,171.867848,West Coast,,2026,1,6,,PRESENT,iNaturalist research-grade observations,craig wilson,HUMAN_OBSERVATION
5938331628,Todiramphus sanctus,Todiramphus,Alcedinidae,Coraciiformes,Sacred Kingfisher,-41.146359,174.133635,Marlborough,,2026,1,2,,PRESENT,iNaturalist research-grade observations,neerajsingh12,HUMAN_OBSERVATION
5938331770,Sturnus vulgaris,Sturnus,Sturnidae,Passeriformes,Common Starling,-36.885044,174.926756,Auckland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,Scott,HUMAN_OBSERVATION
5938332599,Pterodroma cookii,Pterodroma,Procellariidae,Procellariiformes,Cook's Petrel,-36.014406,174.495986,Northland,,2026,1,1,,PRESENT,iNaturalist research-grade observations,Joseph Knight,HUMAN_OBSERVATION
5938332668,Hydroprogne caspia,Hydroprogne,Laridae,Charadriiformes,Caspian Tern,-43.63788,172.751243,Canterbury,,2026,1,1,,PRESENT,iNaturalist research-grade observations,curlykereru,HUMAN_OBSERVATION
5938333398,Passer domesticus,Passer,Passeridae,Passeriformes,Adar y To,-37.034161,174.973117,Auckland,,2026,1,4,,PRESENT,iNaturalist research-grade observations,Vish,HUMAN_OBSERVATION
5938333451,Zosterops lateralis,Zosterops,Zosteropidae,Passeriformes,Silver-eye,-36.677228,174.74315,Auckland,,2026,1,4,,PRESENT,iNaturalist research-grade observations,Snigdha Tewary,HUMAN_OBSERVATION
5938337010,Vanellus miles,Vanellus,Charadriidae,Charadriiformes,Masked Lapwing,-36.992893,174.834609,Auckland,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Jesse Saofia,HUMAN_OBSERVATION
5938337220,Larus dominicanus,Larus,Laridae,Charadriiformes,Dominican gull,-45.032686,168.659431,Otago,,2026,1,1,,PRESENT,iNaturalist research-grade observations,Darcy,HUMAN_OBSERVATION
5938338588,Anthornis melanura,Anthornis,Meliphagidae,Passeriformes,Bellbird,-43.579655,172.633209,Canterbury,,2026,1,1,,PRESENT,iNaturalist research-grade observations,Jon Sullivan,HUMAN_OBSERVATION
5938338627,Emberiza citrinella,Emberiza,Emberizidae,Passeriformes,Eurasian Yellow Bunting,-37.960005,175.295597,Waikato,,2026,1,1,,PRESENT,iNaturalist research-grade observations,Caiden B,HUMAN_OBSERVATION
5938341424,Microcarbo melanoleucos,Microcarbo,Phalacrocoracidae,Suliformes,Little Pied Cormorant,-38.131108,176.254945,Bay of Plenty,,2026,1,3,,PRESENT,iNaturalist research-grade observations,anisiiaprokshina,HUMAN_OBSERVATION
5938345817,Prosthemadera novaeseelandiae,Prosthemadera,Meliphagidae,Passeriformes,Tui,-41.085864,174.177145,Marlborough,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Squirrellychops,HUMAN_OBSERVATION
5938346017,Petroica australis,Petroica,Petroicidae,Passeriformes,New Zealand Robin,-36.5998,174.8848,Auckland,,2026,1,4,,PRESENT,iNaturalist research-grade observations,dmehlman,HUMAN_OBSERVATION
5938346230,Anthus novaeseelandiae,Anthus,Motacillidae,Passeriformes,Australasian Pipit,-40.509315,172.655195,Nelson,,2026,1,4,,PRESENT,iNaturalist research-grade observations,Sam Moynan,HUMAN_OBSERVATION
5938346239,Puffinus griseus,Puffinus,Procellariidae,Procellariiformes,Sooty Shear Water,-46.747565,168.258628,,,2026,1,5,,PRESENT,iNaturalist research-grade observations,Eric Cameron,HUMAN_OBSERVATION
5938346933,Chroicocephalus novaehollandiae,Chroicocephalus,Laridae,Charadriiformes,Silver Gull,-42.401408,173.682022,Canterbury,,2026,1,2,,PRESENT,iNaturalist research-grade observations,mickee00,HUMAN_OBSERVATION
5938347142,Emberiza citrinella,Emberiza,Emberizidae,Passeriformes,Eurasian Yellow Bunting,-36.874517,174.766184,Auckland,,2026,1,2,,PRESENT,iNaturalist research-grade observations,greenbead,HUMAN_OBSERVATION
5938349036,Turdus philomelos,Turdus,Turdidae,Passeriformes,(drozd) śpiewak,-36.94497,174.7878,Auckland,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Jesse Saofia,HUMAN_OBSERVATION
5938351436,Nestor notabilis,Nestor,Psittacidae,Psittaciformes,Kea,-44.770678,168.005695,Southland,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Karan,HUMAN_OBSERVATION
5938352129,Acanthis flammea,Acanthis,Fringillidae,Passeriformes,Common (Mealy) Redpoll,-43.525502,172.563603,Canterbury,,2026,1,3,,PRESENT,iNaturalist research-grade observations,davidanderson,HUMAN_OBSERVATION
5938352337,Sterna striata,Sterna,Laridae,Charadriiformes,Black-naped Tern,-39.6425,177.059824,Hawke's Bay,,2026,1,2,,PRESENT,iNaturalist research-grade observations,jrecloux,HUMAN_OBSERVATION
5938352370,Porphyrio melanotus,Porphyrio,Rallidae,Gruiformes,Australasian Swamphen,-40.995932,173.00525,Nelson,,2026,1,5,,PRESENT,iNaturalist research-grade observations,Tadhg C,HUMAN_OBSERVATION
5938352549,Synoicus ypsilophorus,Synoicus,Phasianidae,Galliformes,Brown Quail,-36.787655,174.858155,Auckland,,2026,1,5,,PRESENT,iNaturalist research-grade observations,seb394,HUMAN_OBSERVATION
5938352583,Sterna striata,Sterna,Laridae,Charadriiformes,Black-naped Tern,-41.20381,173.322553,Nelson,,2026,1,4,,PRESENT,iNaturalist research-grade observations,chauncy,HUMAN_OBSERVATION
5938353595,Streptopelia roseogrisea,Streptopelia,Columbidae,Columbiformes,African Collared Dove,-36.943272,174.89366,Auckland,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Wilhelm Joshua Tan,HUMAN_OBSERVATION
5938353666,Turdus merula,Turdus,Turdidae,Passeriformes,Blackbird,-45.858534,170.524149,Otago,,2026,1,2,,PRESENT,iNaturalist research-grade observations,John Barkla,HUMAN_OBSERVATION
5938353845,Fringilla coelebs,Fringilla,Fringillidae,Passeriformes,Chaffinch,-40.758962,172.704839,Nelson,,2026,1,1,,PRESENT,iNaturalist research-grade observations,gabuun,HUMAN_OBSERVATION
5938355982,Passer domesticus,Passer,Passeridae,Passeriformes,Adar y To,-36.805291,174.78478,Auckland,,2026,1,1,,PRESENT,iNaturalist research-grade observations,SWALLOW,HUMAN_OBSERVATION
5938356054,Turdus philomelos,Turdus,Turdidae,Passeriformes,(drozd) śpiewak,-36.943272,174.89366,Auckland,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Wilhelm Joshua Tan,HUMAN_OBSERVATION
5938357309,Porphyrio melanotus,Porphyrio,Rallidae,Gruiformes,Australasian Swamphen,-36.943272,174.89366,Auckland,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Wilhelm Joshua Tan,HUMAN_OBSERVATION
5938357407,Platalea regia,Platalea,Threskiornithidae,Pelecaniformes,Royal Spoonbill,-40.871142,175.010991,Wellington,,2026,1,2,,PRESENT,iNaturalist research-grade observations,scottynz,HUMAN_OBSERVATION
5938357557,Haematopus unicolor,Haematopus,Haematopodidae,Charadriiformes,Variable Oystercatcher,-36.542283,174.707733,Auckland,,2026,1,1,,PRESENT,iNaturalist research-grade observations,tiger_98,HUMAN_OBSERVATION
5938357561,Eudyptula minor,Eudyptula,Spheniscidae,Sphenisciformes,Blue Penguin,-41.282917,174.862575,Wellington,,2026,1,3,,PRESENT,iNaturalist research-grade observations,Chris Harrison,HUMAN_OBSERVATION
5938357594,Sturnus vulgaris,Sturnus,Sturnidae,Passeriformes,Common Starling,-36.897642,174.931634,Auckland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,Scott,HUMAN_OBSERVATION
5938360063,Anthornis melanura,Anthornis,Meliphagidae,Passeriformes,Bellbird,-36.603283,174.819997,Auckland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,Vish,HUMAN_OBSERVATION
5938360180,,,Anatidae,Anseriformes,,-39.053544,177.839203,Hawke's Bay,,2026,1,1,,PRESENT,iNaturalist research-grade observations,benmayson,HUMAN_OBSERVATION
5938360657,Microcarbo melanoleucos,Microcarbo,Phalacrocoracidae,Suliformes,Little Pied Cormorant,-36.013547,174.495222,Northland,,2026,1,1,,PRESENT,iNaturalist research-grade observations,Joseph Knight,HUMAN_OBSERVATION
5938362414,Todiramphus sanctus,Todiramphus,Alcedinidae,Coraciiformes,Sacred Kingfisher,-43.574766,172.633223,Canterbury,,2026,1,3,,PRESENT,iNaturalist research-grade observations,Jon Sullivan,HUMAN_OBSERVATION
5938364459,Prosthemadera novaeseelandiae,Prosthemadera,Meliphagidae,Passeriformes,Tui,-42.106541,171.336716,West Coast,,2026,1,4,,PRESENT,iNaturalist research-grade observations,Tadhg C,HUMAN_OBSERVATION
5938367564,Turdus merula,Turdus,Turdidae,Passeriformes,Blackbird,-36.855337,174.762328,Auckland,,2026,1,2,,PRESENT,iNaturalist research-grade observations,kateboersma,HUMAN_OBSERVATION
5938370182,Anthus novaeseelandiae,Anthus,Motacillidae,Passeriformes,Australasian Pipit,-39.001021,175.631128,Manawatu-Wanganui,,2026,1,1,,PRESENT,iNaturalist research-grade observations,mag1038,HUMAN_OBSERVATION
5938370579,Passer domesticus,Passer,Passeridae,Passeriformes,Adar y To,-36.86341,174.721948,Auckland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,Jesse Saofia,HUMAN_OBSERVATION
5938370752,Puffinus bulleri,Puffinus,Procellariidae,Procellariiformes,Buller's Shearwater,-41.39115,174.522219,,,2026,1,3,,PRESENT,iNaturalist research-grade observations,Mike Bowie,HUMAN_OBSERVATION
5938374310,Callaeas cinereus,Callaeas,Callaeatidae,Passeriformes,Kokako,-36.6053,174.888855,Auckland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,kateboersma,HUMAN_OBSERVATION
5938375366,Chroicocephalus bulleri,Chroicocephalus,Laridae,Charadriiformes,Black-billed Gull,-45.854043,170.57425,Otago,,2026,1,3,,PRESENT,iNaturalist research-grade observations,killers,HUMAN_OBSERVATION
5938376701,Acridotheres tristis,Acridotheres,Sturnidae,Passeriformes,Bhat shalik,-37.796343,175.333922,Waikato,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Caiden B,HUMAN_OBSERVATION
5938376714,Anthus novaeseelandiae,Anthus,Motacillidae,Passeriformes,Australasian Pipit,-44.95156,170.239795,Otago,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Jordyn Ashcroft,HUMAN_OBSERVATION
5938376763,Chroicocephalus novaehollandiae,Chroicocephalus,Laridae,Charadriiformes,Silver Gull,-41.264492,173.284308,Nelson,,2026,1,4,,PRESENT,iNaturalist research-grade observations,rustling_leaves,HUMAN_OBSERVATION
5938377345,Porphyrio melanotus,Porphyrio,Rallidae,Gruiformes,Australasian Swamphen,-41.269118,174.076299,Marlborough,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Mike Bowie,HUMAN_OBSERVATION
5938379949,Egretta sacra,Egretta,Ardeidae,Pelecaniformes,Pacific Reef Heron,-35.240055,174.246905,Northland,,2026,1,5,,PRESENT,iNaturalist research-grade observations,rbooth,HUMAN_OBSERVATION
5938380417,Haematopus unicolor,Haematopus,Haematopodidae,Charadriiformes,Variable Oystercatcher,-36.013825,174.495514,Northland,,2026,1,1,,PRESENT,iNaturalist research-grade observations,Joseph Knight,HUMAN_OBSERVATION
5938381460,Falco novaeseelandiae,Falco,Falconidae,Falconiformes,New Zealand Falcon,-41.090819,174.18393,Marlborough,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Squirrellychops,HUMAN_OBSERVATION
5938381616,Rhipidura fuliginosa,Rhipidura,Rhipiduridae,Passeriformes,New Zealand Fantail,-45.795862,167.512283,Southland,,2026,1,5,,PRESENT,iNaturalist research-grade observations,zr0,HUMAN_OBSERVATION
5938381871,Vanellus miles,Vanellus,Charadriidae,Charadriiformes,Masked Lapwing,-43.488179,172.696602,Canterbury,,2026,1,4,,PRESENT,iNaturalist research-grade observations,William Harland,HUMAN_OBSERVATION
5938381889,Alauda arvensis,Alauda,Alaudidae,Passeriformes,Alosa vulgar,-40.509144,172.675273,Nelson,,2026,1,4,,PRESENT,iNaturalist research-grade observations,Sam Moynan,HUMAN_OBSERVATION
5938382447,Meleagris gallopavo,Meleagris,Phasianidae,Galliformes,Common Turkey,-46.378022,168.487305,Southland,,2026,1,1,,PRESENT,iNaturalist research-grade observations,dike_zhang,HUMAN_OBSERVATION
5938382641,Phalacrocorax varius,Phalacrocorax,Phalacrocoracidae,Suliformes,Australian Pied Cormorant,-40.509489,172.652048,Nelson,,2026,1,4,,PRESENT,iNaturalist research-grade observations,Sam Moynan,HUMAN_OBSERVATION
5938383101,Turdus merula,Turdus,Turdidae,Passeriformes,Blackbird,-38.683249,176.05682,Waikato,,2026,1,3,,PRESENT,iNaturalist research-grade observations,jrecloux,HUMAN_OBSERVATION
5938384253,Egretta novaehollandiae,Egretta,Ardeidae,Pelecaniformes,White-faced Heron,-40.747724,172.712052,Nelson,,2026,1,3,,PRESENT,iNaturalist research-grade observations,gabuun,HUMAN_OBSERVATION
5938384261,Phalacrocorax varius,Phalacrocorax,Phalacrocoracidae,Suliformes,Australian Pied Cormorant,-35.274267,174.054458,Northland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,tyronehull,HUMAN_OBSERVATION
5938385143,Acridotheres tristis,Acridotheres,Sturnidae,Passeriformes,Bhat shalik,-36.805122,174.784748,Auckland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,SWALLOW,HUMAN_OBSERVATION
5938385257,Haematopus unicolor,Haematopus,Haematopodidae,Charadriiformes,Variable Oystercatcher,-44.67041,167.923576,Southland,,2026,1,4,,PRESENT,iNaturalist research-grade observations,Harry_Cooper,HUMAN_OBSERVATION
5938385274,Phoebetria palpebrata,Phoebetria,Diomedeidae,Procellariiformes,Light-mantled Albatross,-50.490979,166.287692,Southland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,Darcy,HUMAN_OBSERVATION
5938385536,Urodynamis taitensis,Urodynamis,Cuculidae,Cuculiformes,Long-tailed Cuckoo,-44.674508,167.924479,Southland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,Brendan Murtha,HUMAN_OBSERVATION
5938385586,Haematopus unicolor,Haematopus,Haematopodidae,Charadriiformes,Variable Oystercatcher,-36.833405,174.426042,Auckland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,hopukiore,HUMAN_OBSERVATION
5938385872,Morus serrator,Morus,Sulidae,Suliformes,Australasian Gannet,-36.832483,174.424761,Auckland,,2026,1,2,,PRESENT,iNaturalist research-grade observations,Vish,HUMAN_OBSERVATION
5938386112,Anthornis melanura,Anthornis,Meliphagidae,Passeriformes,Bellbird,-36.606705,174.891953,Auckland,,2026,1,3,,PRESENT,iNaturalist research-grade observations,kateboersma,HUMAN_OBSERVATION
